n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.5078,-4.4395,2.9089,-3.4424,-2.264,-4.1085,0.0,0.0,1.0,-0.0335,0.0032,-0.0272,0.0294,0.0053,-0.0249
4.1431,0.4873,-4.2391,2.849,-2.8314,-1.992,-2.9832,0.0,0.0,1.0,-0.0336,0.0032,-0.0272,0.0294,0.0053,-0.0249
8.0283,0.4433,-3.8532,2.3774,-1.676,-1.9836,-2.342,0.0,0.0,1.0,-0.0335,0.0031,-0.0272,0.0293,0.0052,-0.0248
12.042,0.3998,-3.3864,2.2491,-0.8801,-1.7735,-2.268,0.0,0.0,1.0,-0.0335,0.0031,-0.0272,0.0293,0.0053,-0.0247
16.0602,0.2788,-2.712,1.9141,-0.0471,-2.4699,-1.5723,0.0,0.0,1.0,-0.0335,0.003,-0.0273,0.0293,0.0052,-0.0247
19.9947,0.1915,-2.1253,1.8478,0.6022,-2.4178,-1.5775,0.0,0.0,1.0,-0.0335,0.003,-0.0272,0.0293,0.0053,-0.0247
24.0303,0.1026,-1.6402,1.8021,0.7428,-2.3942,-1.0884,0.0,0.0,1.0,-0.0335,0.003,-0.027,0.0293,0.0052,-0.0247
27.9956,0.0251,-1.2841,1.8088,0.5955,-2.2811,-0.6231,0.0,0.0,1.0,-0.0334,0.003,-0.027,0.0293,0.0052,-0.0248
32.0256,-0.1186,-1.1695,1.6323,0.63,-2.9786,-1.7472,0.0,0.0,1.0,-0.0334,0.003,-0.027,0.0294,0.0052,-0.0246
36.1006,-0.1938,-0.99,1.5846,0.1091,-2.45,-1.0991,0.0,0.0,1.0,-0.0334,0.003,-0.0269,0.0293,0.0052,-0.0247
40.2035,-0.3086,-0.7501,1.4563,0.3717,-2.8019,-0.913,0.0,0.0,1.0,-0.0334,0.003,-0.0269,0.0294,0.0052,-0.0247
44.0161,-0.334,-0.6065,1.6505,0.0705,-2.3421,-0.9482,0.0,0.0,1.0,-0.0334,0.003,-0.027,0.0293,0.0052,-0.0246
48.0892,-0.4077,-0.4851,1.6796,0.0627,-2.6342,-1.3274,0.0,0.0,1.0,-0.0335,0.003,-0.027,0.0294,0.0052,-0.0246
51.9931,-0.4401,-0.3937,1.5816,0.0834,-2.2506,-1.414,0.0,0.0,1.0,-0.0334,0.003,-0.027,0.0293,0.0052,-0.0247
56.1742,-0.4903,-0.2894,1.7547,0.1471,-2.539,-0.7676,0.0,0.0,1.0,-0.0335,0.003,-0.027,0.0294,0.0052,-0.0248
60.0564,-0.4795,-0.3039,1.7501,0.4414,-2.2199,-1.9869,0.0,0.0,1.0,-0.0335,0.003,-0.027,0.0293,0.0052,-0.0246
64.035,-0.5027,-0.3121,1.4593,0.3309,-2.4662,-1.5121,0.0,0.0,1.0,-0.0335,0.003,-0.0271,0.0293,0.0052,-0.0246
68.0484,-0.4978,-0.3323,1.6193,0.2223,-2.2459,-1.1416,0.0,0.0,1.0,-0.0335,0.003,-0.0271,0.0293,0.0052,-0.0247
72.1447,-0.5332,-0.3862,1.6789,0.0969,-2.8008,-1.3676,0.0,0.0,1.0,-0.0335,0.003,-0.0271,0.0294,0.0052,-0.0247
76.117,-0.4712,-0.3798,1.9464,0.4055,-2.1372,-1.378,0.0,0.0,1.0,-0.0335,0.003,-0.0271,0.0293,0.0052,-0.0247
80.0495,-0.4247,-0.3758,2.2659,0.5083,-2.2526,-1.4199,0.0,0.0,1.0,-0.0335,0.003,-0.0271,0.0293,0.0052,-0.0247
84.0362,-0.4005,-0.3979,1.9467,0.0326,-2.5176,-1.1505,0.0,0.0,1.0,-0.0335,0.003,-0.0271,0.0294,0.0052,-0.0247
88.0328,-0.4029,-0.419,2.0721,-0.2129,-2.7857,-1.1297,0.0,0.0,1.0,-0.0335,0.003,-0.0271,0.0294,0.0052,-0.0248
92.0935,-0.3711,-0.4105,1.9729,0.2316,-2.3291,-1.3053,0.0,0.0,1.0,-0.0335,0.003,-0.0271,0.0294,0.0052,-0.0246
96.1275,-0.3101,-0.3809,2.1515,0.2693,-1.8169,-0.9912,0.0,0.0,1.0,-0.0335,0.003,-0.0272,0.0293,0.0052,-0.0247
100.1881,-0.2946,-0.3704,1.9971,0.3761,-2.2242,-0.9079,0.0,0.0,1.0,-0.0335,0.003,-0.0271,0.0293,0.0052,-0.0248
104.0575,-0.3156,-0.3246,1.8682,0.4559,-2.5944,-0.9535,0.0,0.0,1.0,-0.0335,0.003,-0.0272,0.0294,0.0052,-0.0249
108.0584,-0.2969,-0.332,2.0602,0.5153,-2.599,-1.7711,0.0,0.0,1.0,-0.0335,0.003,-0.0271,0.0294,0.0052,-0.0247
112.2331,-0.2704,-0.343,1.9114,0.1044,-2.1381,-1.2812,0.0,0.0,1.0,-0.0335,0.003,-0.0271,0.0293,0.0052,-0.0246
116.0726,-0.2382,-0.3238,2.2206,0.2854,-2.4198,-1.1347,0.0,0.0,1.0,-0.0335,0.003,-0.0272,0.0294,0.0052,-0.0246
120.069,-0.2421,-0.3473,1.9541,0.1172,-2.2752,-1.521,0.0,0.0,1.0,-0.0335,0.003,-0.0273,0.0293,0.0052,-0.0246
124.124,-0.2775,-0.3111,2.331,0.3234,-2.9014,-0.6184,0.0,0.0,1.0,-0.0336,0.003,-0.0273,0.0294,0.0052,-0.0248
128.0395,-0.2635,-0.3147,2.2584,0.2201,-2.6203,-1.2913,0.0,0.0,1.0,-0.0336,0.003,-0.0273,0.0294,0.0052,-0.0246
132.0355,-0.2368,-0.303,2.2696,0.269,-2.4412,-1.2793,0.0,0.0,1.0,-0.0336,0.003,-0.0273,0.0294,0.0052,-0.0247
136.1282,-0.2411,-0.3034,2.2557,0.2708,-2.6118,-1.3029,0.0,0.0,1.0,-0.0336,0.003,-0.0274,0.0294,0.0052,-0.0246
140.3195,-0.2315,-0.3257,2.2992,0.2201,-2.12,-1.4066,0.0,0.0,1.0,-0.0336,0.003,-0.0274,0.0293,0.0052,-0.0246
144.0441,-0.208,-0.35,2.2061,0.237,-2.0251,-1.3499,0.0,0.0,1.0,-0.0336,0.003,-0.0273,0.0293,0.0052,-0.0246
148.0926,-0.1801,-0.381,2.0629,0.1757,-2.106,-1.4027,0.0,0.0,1.0,-0.0335,0.003,-0.0273,0.0293,0.0052,-0.0246
152.1503,-0.2034,-0.3886,1.8485,0.1988,-2.5891,-1.5457,0.0,0.0,1.0,-0.0335,0.003,-0.0273,0.0294,0.0052,-0.0246
156.1367,-0.1844,-0.3885,2.3554,0.2672,-2.3589,-1.4132,0.0,0.0,1.0,-0.0336,0.003,-0.0273,0.0294,0.0052,-0.0246
160.1797,-0.1599,-0.3868,2.214,0.5289,-2.0349,-1.3821,0.0,0.0,1.0,-0.0336,0.003,-0.0273,0.0293,0.0052,-0.0245
164.2373,-0.1331,-0.3799,2.1151,0.2349,-1.9278,-1.4084,0.0,0.0,1.0,-0.0335,0.003,-0.0272,0.0293,0.0052,-0.0246
168.0439,-0.1576,-0.3767,2.1695,0.2097,-2.7644,-0.6533,0.0,0.0,1.0,-0.0336,0.003,-0.0273,0.0294,0.0052,-0.0246
172.0409,-0.1273,-0.3495,2.2684,0.4954,-2.2107,-1.0089,0.0,0.0,1.0,-0.0336,0.003,-0.0274,0.0293,0.0052,-0.0246
176.0548,-0.1225,-0.3552,2.2862,0.4681,-2.3091,-1.5669,0.0,0.0,1.0,-0.0336,0.003,-0.0273,0.0293,0.0052,-0.0246
180.0462,-0.1021,-0.3891,1.9821,0.1311,-1.9508,-1.821,0.0,0.0,1.0,-0.0335,0.003,-0.0273,0.0293,0.0053,-0.0246
