n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,1.136,-5.8644,1.9248,-4.9782,NaN,NaN,0.0,0.0,1.0,-0.0324,0.0033,-0.0264,NaN,NaN,NaN
3.6577,-2.9202,-7.0393,1.7244,-4.9426,-8.4614,-8.4524,0.0,0.0,1.0,-0.0324,0.0033,-0.0264,0.0323,0.0017,-0.0276
7.8138,-0.3855,-5.8754,1.7104,-6.064,-3.3547,-4.7929,0.0,0.0,1.0,-0.0324,0.0034,-0.0263,0.0323,0.0017,-0.0276
11.7013,-0.5766,-5.6365,1.7766,-5.0721,-3.812,-5.0491,0.0,0.0,1.0,-0.0323,0.0035,-0.026,0.0323,0.0017,-0.0276
15.8293,-0.8164,-5.7339,1.4798,-5.1882,-4.0828,-5.2648,0.0,0.0,1.0,-0.0323,0.0035,-0.0258,0.0323,0.0017,-0.0276
19.76,-0.9144,-5.878,1.6465,-4.8521,-3.9774,-5.8386,0.0,0.0,1.0,-0.0323,0.0034,-0.0261,0.0323,0.0017,-0.0276
23.6356,-0.9973,-5.6404,1.6003,-5.8631,-3.7876,-5.0759,0.0,0.0,1.0,-0.0323,0.0035,-0.0261,0.0323,0.0017,-0.0276
27.6983,-0.9906,-5.665,1.7991,-5.5893,-3.9216,-5.5469,0.0,0.0,1.0,-0.0323,0.0035,-0.026,0.0323,0.0018,-0.0278
31.5813,-0.9746,-5.5088,2.0921,-5.4003,-3.8695,-5.2717,0.0,0.0,1.0,-0.0324,0.0034,-0.0262,0.0324,0.0018,-0.0279
35.7637,-0.9437,-5.3635,2.5226,-5.1288,-3.6783,-5.1491,0.0,0.0,1.0,-0.0325,0.0034,-0.0265,0.0323,0.0018,-0.0277
39.7626,-0.9122,-5.3727,2.9875,-4.6692,-3.7762,-5.2884,0.0,0.0,1.0,-0.0325,0.0034,-0.0268,0.0323,0.0018,-0.0276
43.7132,-0.9171,-5.21,2.49,-4.06,-3.9412,-4.756,0.0,0.0,1.0,-0.0325,0.0032,-0.0266,0.0323,0.0017,-0.0279
47.6036,-0.8359,-5.0229,2.9686,-3.4925,-4.1436,-4.629,0.0,0.0,1.0,-0.0325,0.0031,-0.0263,0.0324,0.0017,-0.0281
51.7189,-0.8164,-4.898,2.682,-3.5534,-3.6615,-4.6215,0.0,0.0,1.0,-0.0325,0.0031,-0.0262,0.0323,0.0017,-0.028
55.6501,-0.8038,-4.7964,2.3865,-3.6575,-3.6969,-4.5125,0.0,0.0,1.0,-0.0324,0.0031,-0.0264,0.0323,0.0017,-0.0279
59.6853,-0.7572,-4.6429,2.4541,-3.3951,-3.8934,-4.2957,0.0,0.0,1.0,-0.0324,0.0031,-0.0265,0.0323,0.0016,-0.0281
63.6987,-0.7205,-4.4973,2.464,-3.5301,-3.8505,-4.0162,0.0,0.0,1.0,-0.0324,0.0031,-0.0265,0.0323,0.0016,-0.0281
67.737,-0.7004,-4.3977,2.3766,-3.8697,-3.8521,-4.1943,0.0,0.0,1.0,-0.0324,0.0032,-0.0265,0.0323,0.0016,-0.028
71.697,-0.67,-4.2316,2.6193,-3.4379,-3.9889,-4.022,0.0,0.0,1.0,-0.0324,0.0032,-0.0264,0.0323,0.0016,-0.0279
75.7039,-0.6546,-4.1605,2.502,-3.9773,-3.8223,-4.3661,0.0,0.0,1.0,-0.0324,0.0032,-0.0264,0.0323,0.0016,-0.0278
