n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.3985,-5.4495,2.7783,-5.264,-2.0325,-6.0208,0.0,0.0,1.0,-0.0363,0.0072,-0.0284,0.0351,0.0083,-0.0294
3.9488,0.388,-5.4413,2.8117,-5.3132,-2.0855,-5.9371,0.0,0.0,1.0,-0.0363,0.0072,-0.0284,0.0351,0.0083,-0.0295
8.0194,0.3788,-5.4489,2.7801,-5.4207,-2.0868,-6.1336,0.0,0.0,1.0,-0.0363,0.0072,-0.0284,0.0351,0.0083,-0.0294
11.7512,0.3704,-5.4512,2.9768,-5.3419,-2.1618,-5.916,0.0,0.0,1.0,-0.0363,0.0072,-0.0284,0.0351,0.0082,-0.0294
15.9095,0.3723,-5.4554,3.0436,-5.2054,-2.0533,-6.034,0.0,0.0,1.0,-0.0363,0.0072,-0.0283,0.0351,0.0083,-0.0294
19.9566,0.3807,-5.4569,3.0407,-5.3149,-2.178,-5.7114,0.0,0.0,1.0,-0.0363,0.0072,-0.0283,0.0351,0.0082,-0.0294
23.8964,0.3917,-5.4468,3.0566,-5.3073,-2.1231,-6.0161,0.0,0.0,1.0,-0.0363,0.0072,-0.0282,0.0351,0.0082,-0.0294
28.0573,0.3918,-5.4474,2.8334,-5.2884,-2.1707,-5.9526,0.0,0.0,1.0,-0.0363,0.0072,-0.0283,0.0351,0.0082,-0.0294
31.9729,0.3845,-5.4444,2.8238,-5.222,-2.059,-5.986,0.0,0.0,1.0,-0.0363,0.0072,-0.0283,0.0351,0.0082,-0.0294
35.7434,0.3824,-5.4401,2.8945,-5.2397,-2.1344,-5.8956,0.0,0.0,1.0,-0.0363,0.0072,-0.0283,0.0351,0.0082,-0.0294
40.127,0.386,-5.4311,3.0293,-5.2696,-2.1526,-5.789,0.0,0.0,1.0,-0.0363,0.0072,-0.0283,0.0351,0.0082,-0.0296
43.9314,0.3941,-5.4249,2.9681,-5.2056,-2.0451,-5.949,0.0,0.0,1.0,-0.0363,0.0071,-0.0283,0.0351,0.0082,-0.0295
47.8806,0.3946,-5.4217,2.8917,-5.2852,-2.1297,-5.903,0.0,0.0,1.0,-0.0363,0.0072,-0.0283,0.0351,0.0083,-0.0295
52.0807,0.3818,-5.3783,2.959,-4.936,-2.4762,-5.6838,0.0,0.0,1.0,-0.0363,0.0072,-0.0282,0.0351,0.0083,-0.0294
55.9927,0.3317,-5.2579,2.5388,-4.0061,-2.6453,-5.003,0.0,0.0,1.0,-0.0363,0.0072,-0.0282,0.0351,0.0082,-0.0291
59.741,0.2192,-4.9176,2.1095,-3.1902,-3.0356,-3.2104,0.0,0.0,1.0,-0.0363,0.0071,-0.0283,0.0351,0.0081,-0.0291
64.0285,0.0818,-4.2243,2.1249,-1.8026,-3.4167,-2.1979,0.0,0.0,1.0,-0.0362,0.0071,-0.0284,0.0351,0.0081,-0.029
68.0081,-0.1111,-3.5379,1.605,-1.318,-3.5295,-1.8417,0.0,0.0,1.0,-0.0362,0.0071,-0.0283,0.0351,0.0081,-0.0289
71.9058,-0.3536,-2.6214,1.2232,-0.4818,-3.736,-1.0741,0.0,0.0,1.0,-0.0361,0.0071,-0.0284,0.0351,0.0081,-0.0288
75.9937,-0.8492,-2.2176,0.9227,0.076,-4.854,-1.8492,0.0,0.0,1.0,-0.0361,0.0071,-0.0286,0.0352,0.0082,-0.0285
80.0245,-1.1843,-1.7435,0.889,0.3408,-5.0782,-1.6505,0.0,0.0,1.0,-0.0361,0.0071,-0.0287,0.0352,0.0082,-0.0284
83.9412,-1.3455,-1.2476,1.0736,1.0384,-5.0637,-1.4887,0.0,0.0,1.0,-0.0361,0.0071,-0.0286,0.0352,0.0082,-0.0283
88.0466,-1.3146,-0.7551,0.8076,1.3813,-4.2773,-0.5421,0.0,0.0,1.0,-0.0361,0.0071,-0.0287,0.0351,0.0082,-0.0282
91.9731,-1.2826,-0.3265,0.692,1.635,-3.5797,0.3018,0.0,0.0,1.0,-0.036,0.0071,-0.0288,0.035,0.0081,-0.0281
96.1645,-1.2913,-0.0405,0.9164,1.5342,-3.3001,0.6027,0.0,0.0,1.0,-0.036,0.0071,-0.0289,0.035,0.0081,-0.0281
100.1326,-1.3524,0.2996,1.2784,2.037,-3.4935,0.7673,0.0,0.0,1.0,-0.0361,0.0071,-0.0287,0.035,0.008,-0.0283
103.9007,-1.4929,0.4978,0.8873,1.4268,-3.9161,0.9565,0.0,0.0,1.0,-0.036,0.0071,-0.0288,0.0351,0.008,-0.0284
108.0166,-1.5711,0.663,0.7318,1.4931,-3.9967,0.4626,0.0,0.0,1.0,-0.036,0.0071,-0.0289,0.0351,0.008,-0.0284
111.9711,-1.626,0.8587,0.7559,1.4295,-4.0443,0.6643,0.0,0.0,1.0,-0.036,0.0071,-0.0289,0.0351,0.008,-0.0284
115.9504,-1.6357,0.9741,0.6936,1.4629,-3.8663,0.3601,0.0,0.0,1.0,-0.036,0.0071,-0.0289,0.0351,0.008,-0.0281
120.0166,-1.5891,1.1347,0.7153,1.4503,-3.6981,0.7257,0.0,0.0,1.0,-0.036,0.0071,-0.0288,0.0351,0.008,-0.0283
123.9684,-1.5365,1.262,0.9183,1.7589,-3.6093,0.5948,0.0,0.0,1.0,-0.0361,0.007,-0.0287,0.0351,0.008,-0.0283
127.9499,-1.5171,1.3613,0.6936,1.4319,-3.6357,0.9272,0.0,0.0,1.0,-0.036,0.007,-0.0286,0.0351,0.0079,-0.0284
132.0333,-1.4865,1.446,0.9053,1.733,-3.6317,1.1595,0.0,0.0,1.0,-0.0361,0.007,-0.0287,0.0351,0.0079,-0.0283
135.999,-1.4594,1.4575,0.9529,1.5018,-3.3674,0.7819,0.0,0.0,1.0,-0.0361,0.007,-0.0287,0.0351,0.0079,-0.0283
139.9667,-1.465,1.4756,0.9273,1.5807,-3.4914,0.9426,0.0,0.0,1.0,-0.0361,0.007,-0.0287,0.0351,0.0079,-0.0283
143.9233,-1.4703,1.4851,0.8906,1.8062,-3.4076,1.0542,0.0,0.0,1.0,-0.0361,0.007,-0.0287,0.0351,0.0079,-0.0283
147.8901,-1.4574,1.4993,0.9026,1.6704,-3.6145,0.9764,0.0,0.0,1.0,-0.0361,0.007,-0.0286,0.0351,0.0079,-0.0284
151.9442,-1.4115,1.5422,0.989,1.479,-3.3175,1.3815,0.0,0.0,1.0,-0.0361,0.007,-0.0286,0.0351,0.0079,-0.0284
156.0058,-1.3836,1.5827,0.8755,1.6339,-3.4472,1.3297,0.0,0.0,1.0,-0.0361,0.007,-0.0287,0.0351,0.0078,-0.0284
159.9351,-1.351,1.6267,0.9426,1.5057,-3.3682,1.358,0.0,0.0,1.0,-0.0361,0.007,-0.0286,0.0351,0.0078,-0.0284
163.9641,-1.3278,1.6398,1.0614,1.2669,-3.4989,1.2725,0.0,0.0,1.0,-0.0361,0.007,-0.0285,0.0351,0.0078,-0.0284
168.1376,-1.3122,1.6553,1.0037,1.3764,-3.3721,1.3519,0.0,0.0,1.0,-0.0361,0.007,-0.0285,0.0351,0.0078,-0.0284
171.993,-1.2804,1.659,0.9867,1.2278,-3.2159,1.2871,0.0,0.0,1.0,-0.0361,0.007,-0.0286,0.0351,0.0078,-0.0284
176.0624,-1.2583,1.6628,1.0717,1.5725,-3.3004,1.3364,0.0,0.0,1.0,-0.0361,0.007,-0.0285,0.0351,0.0078,-0.0284
180.014,-1.2438,1.6699,1.1581,1.225,-3.3003,1.3179,0.0,0.0,1.0,-0.0361,0.007,-0.0285,0.0351,0.0078,-0.0284
183.9343,-1.2388,1.6685,1.0861,1.2525,-3.5135,1.2991,0.0,0.0,1.0,-0.0361,0.007,-0.0284,0.0351,0.0078,-0.0283
187.9617,-1.2426,1.6538,0.9786,1.3506,-3.5483,1.1899,0.0,0.0,1.0,-0.0361,0.007,-0.0285,0.0351,0.0078,-0.0284
191.912,-1.2385,1.6633,0.9344,1.355,-3.4989,1.5067,0.0,0.0,1.0,-0.0361,0.007,-0.0286,0.0351,0.0078,-0.0284
195.975,-1.2389,1.6569,0.9942,1.3501,-3.3535,1.3592,0.0,0.0,1.0,-0.0361,0.007,-0.0285,0.0351,0.0078,-0.0284
199.9859,-1.2263,1.658,1.1163,1.5684,-3.3917,1.3591,0.0,0.0,1.0,-0.0361,0.007,-0.0284,0.0351,0.0078,-0.0284
203.8904,-1.2222,1.6617,1.0758,1.4561,-3.4005,1.4432,0.0,0.0,1.0,-0.0361,0.007,-0.0284,0.0351,0.0078,-0.0284
