n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,-1.8214,1.1776,0.8733,1.6189,-4.5765,1.2515,0.0,0.0,1.0,-0.032,0.0046,-0.0286,0.0354,0.002,-0.0303
4.1408,-1.8187,1.2143,0.8144,1.3031,-4.4008,1.1654,0.0,0.0,1.0,-0.032,0.0046,-0.0287,0.0354,0.002,-0.0304
8.0038,-1.8221,1.2577,0.8122,1.442,-4.5837,1.0342,0.0,0.0,1.0,-0.032,0.0046,-0.0286,0.0354,0.002,-0.0303
11.9847,-1.8265,1.2858,0.9199,1.2415,-4.7155,1.0131,0.0,0.0,1.0,-0.032,0.0046,-0.0286,0.0354,0.002,-0.0304
16.6313,-1.8366,1.3382,0.7674,1.5383,-4.6575,1.2703,0.0,0.0,1.0,-0.032,0.0046,-0.0286,0.0354,0.002,-0.0305
20.033,-1.8316,1.3532,1.1732,1.0351,-4.6993,1.1874,0.0,0.0,1.0,-0.0321,0.0046,-0.0286,0.0354,0.002,-0.0304
24.003,-1.8376,1.3994,0.8669,1.7371,-4.678,1.0665,0.0,0.0,1.0,-0.032,0.0046,-0.0286,0.0354,0.002,-0.0304
28.0397,-1.8333,1.4066,1.0092,1.285,-4.652,1.1877,0.0,0.0,1.0,-0.0321,0.0046,-0.0285,0.0354,0.002,-0.0304
32.1384,-1.8393,1.4142,0.9631,1.2905,-4.7755,1.0993,0.0,0.0,1.0,-0.0321,0.0046,-0.0286,0.0355,0.002,-0.0304
36.0408,-1.8268,1.4131,1.0714,1.5453,-4.5286,0.953,0.0,0.0,1.0,-0.0321,0.0046,-0.0285,0.0354,0.002,-0.0303
40.0201,-1.8437,1.3897,0.5632,1.1552,-4.5589,0.9483,0.0,0.0,1.0,-0.032,0.0046,-0.0286,0.0354,0.002,-0.0304
44.016,-1.8403,1.3681,1.0605,1.3124,-4.7569,1.0365,0.0,0.0,1.0,-0.0321,0.0046,-0.0286,0.0355,0.002,-0.0304
48.0632,-1.8481,1.3699,0.9958,1.387,-4.7635,1.1143,0.0,0.0,1.0,-0.0321,0.0046,-0.0285,0.0355,0.002,-0.0302
51.9783,-1.8311,1.3573,1.0233,1.2676,-4.4652,0.963,0.0,0.0,1.0,-0.0321,0.0046,-0.0286,0.0354,0.002,-0.0303
56.0415,-1.8468,1.3522,0.5997,1.1853,-4.6197,1.0201,0.0,0.0,1.0,-0.032,0.0046,-0.0285,0.0354,0.002,-0.0303
