n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,-2.7876,4.6375,0.0853,4.2939,-5.8706,4.4114,0.0,0.0,1.0,-0.0299,0.0032,-0.0329,0.0332,0.0026,-0.0326
3.992,-2.8015,4.6331,0.1215,4.4216,-5.8279,4.4648,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0332,0.0026,-0.0327
8.1525,-2.8086,4.6233,0.1907,4.3743,-5.8288,4.3008,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0332,0.0026,-0.0326
12.0001,-2.8151,4.6139,0.1856,4.3388,-5.8605,4.3941,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0332,0.0026,-0.0325
15.9723,-2.8159,4.5979,0.2054,4.3444,-5.803,4.2545,0.0,0.0,1.0,-0.0299,0.0032,-0.0331,0.0332,0.0026,-0.0324
20.0568,-2.8172,4.589,0.1911,4.3766,-5.8299,4.3076,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0332,0.0026,-0.0324
24.0258,-2.8231,4.583,0.1724,4.4456,-5.8505,4.2589,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0333,0.0027,-0.0325
27.9692,-2.8295,4.5758,0.2166,4.4017,-5.8821,4.35,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0333,0.0026,-0.0326
32.0317,-2.8311,4.5761,0.2633,4.4686,-5.8651,4.3185,0.0,0.0,1.0,-0.03,0.0032,-0.033,0.0332,0.0026,-0.0326
36.0113,-2.8323,4.5628,0.2487,4.2139,-5.8383,4.3178,0.0,0.0,1.0,-0.03,0.0032,-0.033,0.0332,0.0026,-0.0326
39.9765,-2.8307,4.5564,0.2245,4.3588,-5.8298,4.3427,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0332,0.0026,-0.0326
44.0555,-2.8225,4.5611,0.2397,4.4996,-5.8352,4.302,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0332,0.0026,-0.0325
47.9788,-2.8186,4.5622,0.2583,4.5468,-5.8736,4.3201,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0333,0.0026,-0.0325
52.0176,-2.8112,4.5702,0.3477,4.5455,-5.8363,4.2936,0.0,0.0,1.0,-0.03,0.0032,-0.033,0.0332,0.0027,-0.0326
56.0017,-2.8048,4.5616,0.3186,4.3975,-5.8562,4.1583,0.0,0.0,1.0,-0.03,0.0032,-0.033,0.0333,0.0027,-0.0325
59.9824,-2.8084,4.5625,0.22,4.2909,-5.8916,4.351,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0333,0.0026,-0.0326
64.3396,-2.7979,4.558,0.3984,4.2678,-5.8244,4.3335,0.0,0.0,1.0,-0.03,0.0032,-0.033,0.0332,0.0026,-0.0326
68.0343,-2.793,4.5625,0.2728,4.4368,-5.8343,4.3596,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0332,0.0026,-0.0326
72.0007,-2.7927,4.5635,0.2566,4.388,-5.8986,4.3769,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0333,0.0026,-0.0325
76.075,-2.793,4.5668,0.2582,4.4391,-5.8619,4.398,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0332,0.0026,-0.0325
79.9799,-2.7905,4.5841,0.266,4.5082,-5.8037,4.4099,0.0,0.0,1.0,-0.0299,0.0032,-0.033,0.0332,0.0026,-0.0326
