n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.5314,-4.9569,3.3287,-4.8765,-2.3366,-5.2855,0.0,0.0,1.0,-0.0325,0.008,-0.0231,0.0327,0.0068,-0.0246
4.0238,0.5232,-4.935,3.2814,-4.9097,-2.3609,-5.2409,0.0,0.0,1.0,-0.0325,0.008,-0.023,0.0328,0.0068,-0.0246
8.037,0.5164,-4.9317,3.19,-4.7362,-2.3809,-5.3532,0.0,0.0,1.0,-0.0325,0.008,-0.023,0.0328,0.0068,-0.0246
12.0875,0.5167,-4.9249,3.2311,-4.8703,-2.3568,-5.3461,0.0,0.0,1.0,-0.0325,0.008,-0.023,0.0328,0.0068,-0.0246
15.9989,0.4896,-4.9232,3.1043,-5.0394,-2.5177,-5.44,0.0,0.0,1.0,-0.0325,0.008,-0.0231,0.0328,0.0068,-0.0246
20.0122,0.4787,-4.9283,3.1459,-5.0118,-2.3823,-5.3484,0.0,0.0,1.0,-0.0325,0.008,-0.0231,0.0328,0.0068,-0.0246
24.0383,0.4672,-4.9234,3.2864,-4.8751,-2.4106,-5.479,0.0,0.0,1.0,-0.0325,0.008,-0.0232,0.0327,0.0068,-0.0246
27.9831,0.4302,-4.924,2.9808,-4.8578,-2.3898,-5.4035,0.0,0.0,1.0,-0.0325,0.008,-0.0232,0.0328,0.0068,-0.0247
32.0653,0.4152,-4.9231,3.1016,-4.7339,-2.3994,-5.4716,0.0,0.0,1.0,-0.0325,0.008,-0.0232,0.0327,0.0068,-0.0247
36.0379,0.4045,-4.9299,3.2632,-4.933,-2.4735,-5.5222,0.0,0.0,1.0,-0.0325,0.008,-0.0232,0.0328,0.0068,-0.0247
40.0974,0.4091,-4.9399,3.3042,-4.9408,-2.3798,-5.3097,0.0,0.0,1.0,-0.0325,0.008,-0.0232,0.0327,0.0068,-0.0247
