n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.0867,-5.4039,2.917,-5.1884,-2.3804,-5.1422,0.0,0.0,1.0,-0.0339,0.0076,-0.0269,0.0332,0.0073,-0.0274
3.9619,0.0421,-5.268,2.5391,-5.1668,-2.509,-5.277,0.0,0.0,1.0,-0.0338,0.0076,-0.0269,0.0333,0.0073,-0.0273
8.0231,0.0244,-5.1642,2.476,-5.1963,-2.4999,-5.3317,0.0,0.0,1.0,-0.0338,0.0076,-0.0269,0.0333,0.0073,-0.0274
11.9768,0.017,-5.1,2.6527,-5.3077,-2.4937,-5.3462,0.0,0.0,1.0,-0.0338,0.0076,-0.0269,0.0333,0.0073,-0.0274
16.116,0.0111,-5.0446,2.5782,-5.2627,-2.4974,-5.2175,0.0,0.0,1.0,-0.0338,0.0076,-0.0269,0.0333,0.0073,-0.0273
20.0128,-0.0109,-4.9845,2.4081,-4.8432,-2.7655,-5.3259,0.0,0.0,1.0,-0.0338,0.0076,-0.0269,0.0333,0.0073,-0.0273
24.0996,-0.0089,-4.9581,2.5311,-4.9565,-2.5611,-5.1945,0.0,0.0,1.0,-0.0338,0.0076,-0.0269,0.0333,0.0073,-0.0273
27.9592,-0.008,-4.9445,2.5283,-4.688,-2.5031,-5.231,0.0,0.0,1.0,-0.0338,0.0076,-0.0269,0.0333,0.0073,-0.0273
32.1075,-0.0024,-4.9616,2.5292,-5.1738,-2.5078,-5.2467,0.0,0.0,1.0,-0.0338,0.0076,-0.0269,0.0333,0.0073,-0.0273
35.918,-0.0014,-4.9634,2.4015,-4.8546,-2.5054,-5.2728,0.0,0.0,1.0,-0.0338,0.0076,-0.0269,0.0333,0.0073,-0.0273
39.9625,-0.0084,-4.9624,2.4765,-4.9709,-2.6236,-5.2202,0.0,0.0,1.0,-0.0338,0.0076,-0.0269,0.0333,0.0073,-0.0273
43.9768,-0.0317,-4.9676,2.5271,-5.1947,-2.587,-5.2395,0.0,0.0,1.0,-0.0339,0.0076,-0.0269,0.0333,0.0073,-0.0273
47.9127,-0.0144,-4.9883,2.87,-5.4036,-2.5267,-5.4215,0.0,0.0,1.0,-0.0339,0.0076,-0.0269,0.0333,0.0073,-0.0273
52.0171,-0.0119,-4.9935,2.6029,-5.1689,-2.5531,-5.4367,0.0,0.0,1.0,-0.0339,0.0076,-0.0268,0.0333,0.0073,-0.0272
55.9805,-0.0358,-4.9699,2.3781,-4.8323,-2.7133,-5.2891,0.0,0.0,1.0,-0.0338,0.0076,-0.0269,0.0333,0.0073,-0.0272
59.9502,-0.055,-4.9546,2.3805,-4.8787,-2.7138,-5.2401,0.0,0.0,1.0,-0.0338,0.0076,-0.0269,0.0333,0.0073,-0.0272
63.9826,-0.0576,-4.9625,2.3747,-5.1322,-2.7183,-5.1992,0.0,0.0,1.0,-0.0338,0.0076,-0.0269,0.0333,0.0072,-0.0272
68.0397,-0.0628,-4.9813,2.4803,-5.1919,-2.6298,-5.3587,0.0,0.0,1.0,-0.0339,0.0076,-0.0268,0.0333,0.0073,-0.0272
71.9454,-0.0685,-5.0163,2.4217,-5.2032,-2.5249,-5.5103,0.0,0.0,1.0,-0.0339,0.0076,-0.0269,0.0333,0.0073,-0.0273
76.1197,-0.0807,-5.0136,2.4397,-5.2002,-2.6816,-5.1589,0.0,0.0,1.0,-0.0339,0.0076,-0.0269,0.0333,0.0072,-0.0273
