n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,-2.6818,2.2535,0.7571,2.3684,-6.0607,2.0336,0.0,0.0,1.0,-0.0333,0.0021,-0.0278,0.0335,0.0017,-0.0284
3.9358,-2.6807,2.2651,0.7642,2.3033,-5.9387,2.09,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0284
8.0941,-2.6789,2.2678,0.7416,2.2808,-5.9912,2.0498,0.0,0.0,1.0,-0.0333,0.0021,-0.0277,0.0335,0.0017,-0.0284
11.9143,-2.6847,2.2675,0.6961,2.2918,-6.0145,2.0366,0.0,0.0,1.0,-0.0333,0.0021,-0.0277,0.0335,0.0017,-0.0284
15.9859,-2.6842,2.265,0.7548,2.2431,-5.9691,2.063,0.0,0.0,1.0,-0.0333,0.0021,-0.0277,0.0335,0.0017,-0.0284
19.9409,-2.6892,2.2634,0.6847,2.2684,-5.9763,2.0558,0.0,0.0,1.0,-0.0333,0.0021,-0.0277,0.0335,0.0017,-0.0284
23.9562,-2.6831,2.2723,0.761,2.3173,-5.9375,2.0726,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0285
27.9863,-2.6776,2.2793,0.7349,2.2683,-5.9335,2.0602,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0284
31.9437,-2.6816,2.28,0.7051,2.2521,-5.9591,2.0526,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0284
35.8953,-2.6751,2.2838,0.7527,2.255,-5.9473,2.055,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0285
39.957,-2.6647,2.2839,0.8145,2.2635,-5.8527,2.1054,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0334,0.0017,-0.0285
43.8893,-2.6502,2.2778,0.9032,2.1774,-5.9,2.0894,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0286
47.8849,-2.6451,2.2842,0.8002,2.3589,-5.8824,2.1493,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0286
51.9606,-2.6426,2.2855,0.7271,2.24,-5.919,2.1173,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0285
56.0383,-2.6364,2.2924,0.7334,2.2738,-5.9029,2.194,0.0,0.0,1.0,-0.0333,0.0021,-0.0278,0.0335,0.0017,-0.0285
59.9207,-2.6358,2.2954,0.7364,2.2852,-5.9323,2.09,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0284
63.962,-2.6305,2.298,0.7418,2.2945,-5.9018,2.0881,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0285
67.9229,-2.6212,2.2948,0.8542,2.1556,-5.8399,2.1622,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0285
72.0041,-2.6166,2.3006,0.7338,2.2971,-5.8283,2.1532,0.0,0.0,1.0,-0.0333,0.0021,-0.0277,0.0335,0.0017,-0.0285
75.9217,-2.6118,2.3065,0.7264,2.2771,-5.8555,2.1602,0.0,0.0,1.0,-0.0333,0.0021,-0.0277,0.0335,0.0017,-0.0285
79.9181,-2.6108,2.3094,0.7112,2.2833,-5.8679,2.1001,0.0,0.0,1.0,-0.0333,0.0021,-0.0277,0.0335,0.0017,-0.0285
84.0352,-2.6168,2.3116,0.6796,2.2596,-5.8563,2.1576,0.0,0.0,1.0,-0.0333,0.0021,-0.0277,0.0335,0.0017,-0.0285
87.9691,-2.6233,2.3165,0.7328,2.2638,-5.8908,2.1319,0.0,0.0,1.0,-0.0334,0.0021,-0.0276,0.0335,0.0017,-0.0285
91.8851,-2.6252,2.3119,0.7436,2.2587,-5.8779,2.1366,0.0,0.0,1.0,-0.0334,0.0021,-0.0276,0.0335,0.0017,-0.0285
95.9641,-2.6217,2.311,0.7854,2.1999,-5.8954,2.1496,0.0,0.0,1.0,-0.0334,0.0021,-0.0276,0.0335,0.0017,-0.0285
99.8809,-2.6205,2.3078,0.6927,2.2344,-5.8287,2.1541,0.0,0.0,1.0,-0.0334,0.0021,-0.0276,0.0335,0.0017,-0.0285
103.8746,-2.6192,2.3083,0.693,2.2406,-5.8487,2.1489,0.0,0.0,1.0,-0.0333,0.0021,-0.0277,0.0335,0.0017,-0.0284
107.93,-2.6216,2.3096,0.6732,2.2482,-5.8715,2.1633,0.0,0.0,1.0,-0.0333,0.0021,-0.0277,0.0335,0.0017,-0.0285
111.997,-2.6324,2.3093,0.6916,2.2786,-5.9255,2.0522,0.0,0.0,1.0,-0.0334,0.0021,-0.0276,0.0335,0.0017,-0.0284
115.8926,-2.6355,2.3085,0.6733,2.2918,-5.8416,2.1322,0.0,0.0,1.0,-0.0333,0.0021,-0.0277,0.0335,0.0017,-0.0284
119.9223,-2.6353,2.3077,0.6916,2.2737,-5.8225,2.1386,0.0,0.0,1.0,-0.0334,0.0021,-0.0276,0.0335,0.0017,-0.0284
123.8873,-2.6345,2.311,0.698,2.2879,-5.8369,2.163,0.0,0.0,1.0,-0.0334,0.0021,-0.0276,0.0335,0.0017,-0.0285
127.9695,-2.6404,2.3128,0.593,2.2652,-5.8827,2.183,0.0,0.0,1.0,-0.0333,0.0021,-0.0277,0.0335,0.0017,-0.0285
131.93,-2.6402,2.3161,0.7291,2.2992,-5.8843,2.1611,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0284
135.9159,-2.6402,2.321,0.6856,2.3204,-5.8254,2.1704,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0285
139.8766,-2.6405,2.326,0.6981,2.2909,-5.8262,2.1695,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0285
143.8847,-2.6408,2.3279,0.6897,2.2675,-5.8414,2.1625,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0285
147.9068,-2.6397,2.3314,0.7266,2.2824,-5.8637,2.184,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0284
152.0995,-2.6408,2.3335,0.6592,2.2569,-5.8746,2.199,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0285
156.0239,-2.6355,2.3395,0.727,2.3185,-5.8405,2.1555,0.0,0.0,1.0,-0.0334,0.0021,-0.0277,0.0335,0.0017,-0.0285
160.0212,-2.6341,2.3438,0.7501,2.3259,-5.8884,2.1898,0.0,0.0,1.0,-0.0334,0.0021,-0.0276,0.0335,0.0017,-0.0285
163.9761,-2.6301,2.3427,0.7855,2.2662,-5.8438,2.1339,0.0,0.0,1.0,-0.0334,0.0021,-0.0276,0.0335,0.0017,-0.0285
