n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,1.0648,-4.9778,3.4355,-4.3406,-1.2426,-5.6171,0.0,0.0,1.0,-0.0326,0.0034,-0.0259,0.0308,0.0034,-0.0251
4.1493,1.0664,-4.9934,3.3002,-4.4412,-1.3154,-5.5727,0.0,0.0,1.0,-0.0326,0.0034,-0.026,0.0309,0.0034,-0.0252
7.9903,1.0483,-4.9856,3.3293,-4.4417,-1.4013,-5.457,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0252
12.2052,1.0318,-4.9786,3.3399,-4.4422,-1.5034,-5.5136,0.0,0.0,1.0,-0.0326,0.0034,-0.026,0.0309,0.0034,-0.0251
16.0164,1.0257,-4.9674,3.4163,-4.4424,-1.2827,-5.3949,0.0,0.0,1.0,-0.0326,0.0034,-0.026,0.0309,0.0034,-0.0251
20.2208,1.0235,-4.9614,3.3699,-4.3784,-1.2493,-5.6008,0.0,0.0,1.0,-0.0326,0.0034,-0.0261,0.0309,0.0034,-0.0252
24.2129,1.0221,-4.9544,3.5012,-4.5514,-1.2704,-5.5641,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0252
28.1895,1.0207,-4.9611,3.5121,-4.4269,-1.4308,-5.8296,0.0,0.0,1.0,-0.0326,0.0034,-0.026,0.0309,0.0034,-0.025
32.0129,1.0215,-4.9697,3.2519,-4.5555,-1.1656,-5.6225,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0308,0.0034,-0.0252
36.215,1.0045,-4.9925,3.3756,-4.8778,-1.6365,-5.5364,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0253
40.001,1.0063,-4.9835,3.545,-4.3957,-1.4013,-5.5396,0.0,0.0,1.0,-0.0326,0.0034,-0.026,0.0309,0.0034,-0.0253
44.202,0.9996,-4.9754,3.4905,-4.3921,-1.4609,-5.4157,0.0,0.0,1.0,-0.0326,0.0034,-0.0261,0.0309,0.0034,-0.0252
48.2372,0.9961,-4.9694,3.4529,-4.4893,-1.5232,-5.4033,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0252
52.1382,0.9983,-4.9767,3.3248,-4.5982,-1.3414,-5.4708,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0252
56.0111,1.0085,-4.99,3.2695,-4.5824,-1.1918,-5.6599,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0308,0.0034,-0.025
60.3363,1.0058,-5.0075,3.5887,-4.5714,-1.505,-5.6724,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0252
63.9984,1.0055,-5.0127,3.4364,-4.5898,-1.3444,-5.5269,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.025
68.1611,1.0028,-5.0031,3.5128,-4.4177,-1.3806,-5.5101,0.0,0.0,1.0,-0.0326,0.0035,-0.0261,0.0309,0.0034,-0.0251
72.2879,1.0055,-5.006,3.496,-4.7362,-1.3767,-5.5363,0.0,0.0,1.0,-0.0326,0.0035,-0.0259,0.0309,0.0034,-0.0251
76.2452,1.0199,-4.9995,3.4126,-4.7348,-1.0804,-5.296,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0308,0.0034,-0.0251
80.0548,1.0319,-4.9779,3.4522,-4.4088,-1.373,-5.4933,0.0,0.0,1.0,-0.0326,0.0034,-0.0259,0.0309,0.0034,-0.0251
84.3164,1.0229,-4.9736,3.5016,-4.406,-1.5439,-5.4659,0.0,0.0,1.0,-0.0326,0.0034,-0.026,0.0309,0.0034,-0.0251
88.0123,1.0169,-4.9828,3.2817,-4.5609,-1.3748,-5.4835,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0252
92.4031,1.0192,-4.9878,3.4417,-4.4863,-1.4366,-5.5517,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0253
96.2407,1.0083,-4.9951,3.4014,-4.7666,-1.5946,-5.4537,0.0,0.0,1.0,-0.0326,0.0035,-0.0261,0.0309,0.0034,-0.0252
100.1824,1.0134,-4.9859,3.5154,-4.4617,-1.359,-5.5671,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0253
104.0447,1.0076,-4.9736,3.5093,-4.4429,-1.5267,-5.5133,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0253
108.1338,1.0015,-4.9716,3.4436,-4.5257,-1.4787,-5.5311,0.0,0.0,1.0,-0.0326,0.0034,-0.0258,0.0309,0.0034,-0.0252
112.0005,0.9875,-4.9763,3.426,-4.3749,-1.5784,-5.6715,0.0,0.0,1.0,-0.0326,0.0034,-0.026,0.0309,0.0034,-0.0252
116.2884,0.9818,-4.9635,3.4592,-4.4111,-1.4782,-5.5485,0.0,0.0,1.0,-0.0326,0.0034,-0.0259,0.0309,0.0034,-0.0253
120.1347,0.9516,-4.955,3.1253,-4.4936,-1.4663,-5.3612,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0253
124.282,0.9556,-4.9621,3.4741,-4.4488,-1.3669,-5.6178,0.0,0.0,1.0,-0.0326,0.0034,-0.0259,0.0309,0.0034,-0.0252
127.9929,0.9607,-4.9655,3.4641,-4.3834,-1.4023,-5.5938,0.0,0.0,1.0,-0.0326,0.0034,-0.0259,0.0309,0.0034,-0.0252
132.2121,0.9663,-4.9672,3.4805,-4.5095,-1.4473,-5.565,0.0,0.0,1.0,-0.0326,0.0034,-0.0258,0.0309,0.0034,-0.0252
136.0498,0.977,-4.9663,3.5271,-4.5311,-1.3257,-5.4912,0.0,0.0,1.0,-0.0326,0.0035,-0.0259,0.0309,0.0034,-0.0252
140.3054,0.9913,-4.9647,3.5402,-4.5511,-1.4073,-5.5917,0.0,0.0,1.0,-0.0326,0.0034,-0.0259,0.0309,0.0034,-0.0251
144.1894,0.987,-4.9606,3.444,-4.5129,-1.4079,-5.4287,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0308,0.0034,-0.0251
148.225,0.9957,-4.9715,3.5171,-4.5911,-1.3686,-5.5938,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.025
152.0146,1.0026,-4.9757,3.5931,-4.6857,-1.4928,-5.4477,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0251
156.1617,1.0108,-4.9693,3.4852,-4.3806,-1.4348,-5.5316,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.025
160.0428,1.0031,-4.9693,3.2447,-4.5297,-1.393,-5.4415,0.0,0.0,1.0,-0.0326,0.0035,-0.0259,0.0309,0.0034,-0.0251
164.1556,1.0101,-4.9766,3.4601,-4.5938,-1.582,-5.4461,0.0,0.0,1.0,-0.0326,0.0035,-0.0259,0.0309,0.0034,-0.0252
168.339,1.0115,-4.9862,3.521,-4.667,-1.3987,-5.5898,0.0,0.0,1.0,-0.0326,0.0035,-0.0259,0.0309,0.0034,-0.0251
172.3319,1.0191,-4.9843,3.4686,-4.5686,-1.2541,-5.3911,0.0,0.0,1.0,-0.0326,0.0035,-0.0259,0.0308,0.0034,-0.0251
176.0194,1.0185,-4.9851,3.4601,-4.577,-1.4219,-5.5099,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0251
180.279,1.0198,-5.0023,3.4729,-4.5435,-1.2776,-5.8289,0.0,0.0,1.0,-0.0326,0.0035,-0.0259,0.0308,0.0034,-0.025
184.0939,1.0143,-4.9894,3.3864,-4.3085,-1.3734,-5.5663,0.0,0.0,1.0,-0.0326,0.0034,-0.0259,0.0308,0.0034,-0.0251
188.2205,1.0172,-4.9977,3.3579,-4.499,-1.2634,-5.633,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0308,0.0034,-0.0251
192.2127,1.0143,-4.9832,3.5496,-4.3158,-1.4782,-5.5554,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0251
196.3126,1.0164,-4.967,3.5182,-4.2659,-1.3895,-5.5249,0.0,0.0,1.0,-0.0326,0.0034,-0.026,0.0309,0.0034,-0.0251
200.1949,1.0206,-4.9695,3.4823,-4.3231,-1.3499,-5.6668,0.0,0.0,1.0,-0.0326,0.0034,-0.026,0.0309,0.0034,-0.0251
204.2813,1.035,-4.9687,3.4364,-4.5073,-1.2535,-5.4689,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0308,0.0034,-0.0251
208.2071,1.0524,-4.9846,3.3927,-4.7433,-1.1173,-5.6157,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0308,0.0034,-0.0251
212.2169,1.0366,-4.9789,3.2914,-4.4888,-1.4656,-5.6167,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0251
216.2756,1.0157,-4.991,3.2647,-4.5751,-1.4878,-5.6434,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0309,0.0034,-0.0252
220.1771,1.0345,-4.997,3.6129,-4.6409,-1.2197,-5.5583,0.0,0.0,1.0,-0.0326,0.0035,-0.0261,0.0308,0.0034,-0.0251
224.249,1.0464,-4.9855,3.5438,-4.5063,-1.1366,-5.5607,0.0,0.0,1.0,-0.0326,0.0035,-0.026,0.0308,0.0034,-0.0251
228.2146,1.0599,-5.0049,3.4573,-4.7697,-1.1498,-5.5199,0.0,0.0,1.0,-0.0326,0.0035,-0.0261,0.0308,0.0034,-0.0251
232.1997,1.0611,-5.011,3.2904,-4.7578,-1.1601,-5.4787,0.0,0.0,1.0,-0.0326,0.0035,-0.0261,0.0308,0.0034,-0.0251
236.3256,1.0528,-4.9988,3.042,-4.2116,-1.0978,-5.4815,0.0,0.0,1.0,-0.0326,0.0035,-0.0262,0.0308,0.0035,-0.0251
240.176,1.0372,-4.9288,3.1642,-3.6186,-1.3391,-4.9298,0.0,0.0,1.0,-0.0326,0.0036,-0.0263,0.0308,0.0035,-0.025
