n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,-1.8634,2.8903,0.3696,2.8235,-4.1758,2.5877,0.0,0.0,1.0,-0.0295,0.0045,-0.0266,0.0311,0.0046,-0.0258
3.9308,-1.8712,2.8872,0.3933,2.8119,-4.2148,2.5124,0.0,0.0,1.0,-0.0295,0.0045,-0.0265,0.0311,0.0046,-0.0258
7.9378,-1.8708,2.8707,0.359,2.7478,-4.1005,2.3609,0.0,0.0,1.0,-0.0295,0.0045,-0.0265,0.0311,0.0046,-0.0258
11.8972,-1.8773,2.8758,0.3664,2.7607,-4.1852,2.5878,0.0,0.0,1.0,-0.0295,0.0045,-0.0265,0.0311,0.0046,-0.0258
15.8755,-1.8782,2.8716,0.4022,2.8833,-4.0829,2.4286,0.0,0.0,1.0,-0.0295,0.0045,-0.0265,0.0311,0.0046,-0.0258
19.894,-1.8832,2.8701,0.3673,2.7653,-4.1234,2.4336,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0259
23.9119,-1.8871,2.8722,0.351,2.7436,-4.1492,2.5672,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0258
27.9303,-1.8909,2.8666,0.3446,2.7225,-4.16,2.4232,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0259
32.1101,-1.8958,2.8563,0.3628,2.6988,-4.1786,2.5181,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0258
35.9361,-1.8987,2.8467,0.3391,2.7035,-4.1722,2.4703,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0258
39.9276,-1.9008,2.8338,0.3082,2.7065,-4.1181,2.3265,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0258
43.9366,-1.9016,2.8205,0.3286,2.6766,-4.1467,2.4349,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0258
48.0088,-1.8969,2.8011,0.364,2.5188,-4.0803,2.3972,0.0,0.0,1.0,-0.0295,0.0045,-0.0263,0.0311,0.0046,-0.0258
51.9432,-1.9008,2.8005,0.3387,2.6075,-4.1668,2.5147,0.0,0.0,1.0,-0.0295,0.0045,-0.0263,0.0311,0.0046,-0.0259
55.9761,-1.8995,2.7777,0.3734,2.5721,-4.1577,2.29,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0258
59.9137,-1.9035,2.7569,0.3971,2.4344,-4.1816,2.4308,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0258
63.9158,-1.9051,2.7536,0.3752,2.6136,-4.1728,2.5056,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0258
67.9498,-1.9001,2.7519,0.4218,2.5957,-4.1198,2.6359,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0258
71.8802,-1.9011,2.7522,0.3914,2.5558,-4.2235,2.585,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0258
75.9072,-1.8993,2.744,0.384,2.5036,-4.1593,2.5183,0.0,0.0,1.0,-0.0295,0.0045,-0.0263,0.0311,0.0046,-0.0259
79.933,-1.8987,2.7411,0.391,2.5811,-4.2019,2.5037,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0258
83.9146,-1.9042,2.756,0.3414,2.5632,-4.2555,2.7653,0.0,0.0,1.0,-0.0295,0.0045,-0.0264,0.0311,0.0046,-0.0259
