n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.0595,-4.9074,2.5076,-5.6492,-2.5121,-4.3272,0.0,0.0,1.0,-0.0328,0.0068,-0.0278,0.0342,0.0046,-0.0315
3.987,0.0672,-4.9059,2.5309,-5.6884,-2.4165,-4.3854,0.0,0.0,1.0,-0.0328,0.0068,-0.0278,0.0342,0.0046,-0.0315
7.9814,0.0671,-4.9004,2.5965,-5.5146,-2.417,-4.4302,0.0,0.0,1.0,-0.0329,0.0068,-0.0281,0.0342,0.0046,-0.0315
11.997,0.0589,-4.8989,2.5309,-5.5827,-2.3694,-4.3945,0.0,0.0,1.0,-0.0328,0.0068,-0.028,0.0342,0.0046,-0.0315
16.2532,0.05,-4.9156,2.4866,-5.7236,-2.5461,-4.6554,0.0,0.0,1.0,-0.0328,0.0068,-0.0279,0.0342,0.0046,-0.031
20.0088,0.0655,-4.9384,2.4593,-5.687,-2.3371,-4.8556,0.0,0.0,1.0,-0.0328,0.0068,-0.0278,0.0342,0.0047,-0.0308
23.9983,0.065,-4.9636,2.504,-5.6135,-2.3721,-4.8062,0.0,0.0,1.0,-0.0328,0.0068,-0.0279,0.0342,0.0047,-0.0308
28.0328,0.0585,-4.9826,2.5094,-5.6295,-2.5212,-4.9111,0.0,0.0,1.0,-0.0328,0.0068,-0.0278,0.0342,0.0047,-0.0308
31.997,0.0658,-4.9695,2.348,-5.5398,-2.3713,-4.4032,0.0,0.0,1.0,-0.0328,0.0068,-0.028,0.0342,0.0046,-0.0313
36.0227,0.0528,-4.989,2.338,-5.5985,-2.4666,-4.8287,0.0,0.0,1.0,-0.0328,0.0068,-0.0278,0.0342,0.0047,-0.0308
40.2587,0.0552,-4.9934,2.6025,-5.5175,-2.4201,-4.5772,0.0,0.0,1.0,-0.0329,0.0068,-0.028,0.0342,0.0046,-0.0309
44.0002,0.0567,-5.0103,2.5131,-5.5288,-2.4639,-4.8227,0.0,0.0,1.0,-0.0328,0.0068,-0.0279,0.0342,0.0047,-0.0308
48.0148,0.0679,-5.0127,2.6484,-5.7592,-2.3266,-4.4164,0.0,0.0,1.0,-0.0329,0.0068,-0.0278,0.0342,0.0046,-0.0313
51.9802,0.0684,-5.0142,2.5208,-5.6148,-2.3506,-4.4316,0.0,0.0,1.0,-0.0328,0.0068,-0.0279,0.0342,0.0046,-0.0314
55.9699,0.0605,-5.0302,2.3502,-5.7337,-2.362,-4.6297,0.0,0.0,1.0,-0.0328,0.0068,-0.0279,0.0342,0.0046,-0.031
60.0724,0.0742,-5.0206,2.6347,-5.7422,-2.4088,-4.4438,0.0,0.0,1.0,-0.0329,0.0068,-0.0277,0.0342,0.0046,-0.0314
64.1498,0.0641,-4.9755,2.3292,-5.1754,-2.3983,-4.4238,0.0,0.0,1.0,-0.0328,0.0068,-0.0279,0.0342,0.0046,-0.0313
68.0947,0.0815,-4.865,2.7267,-4.2876,-2.2908,-4.0708,0.0,0.0,1.0,-0.0329,0.0068,-0.0284,0.0341,0.0047,-0.0313
72.0047,0.1113,-4.4713,2.9458,-2.4005,-2.3721,-2.9887,0.0,0.0,1.0,-0.0329,0.0067,-0.0287,0.0341,0.0047,-0.0315
75.9649,0.0713,-3.5787,2.0996,-0.888,-2.7023,-1.6158,0.0,0.0,1.0,-0.0328,0.0067,-0.0284,0.0341,0.0047,-0.0316
80.095,0.0523,-2.2603,2.2316,0.1664,-2.7018,-0.1377,0.0,0.0,1.0,-0.0328,0.0067,-0.0282,0.0341,0.0046,-0.0317
84.0318,0.0335,-0.8096,2.4014,1.1817,-2.6439,1.0475,0.0,0.0,1.0,-0.0328,0.0067,-0.028,0.034,0.0046,-0.0317
88.2385,0.0039,0.7944,2.2536,2.4314,-2.7081,2.6079,0.0,0.0,1.0,-0.0328,0.0066,-0.0279,0.034,0.0046,-0.0317
92.056,-0.069,1.8414,1.9904,3.054,-2.9934,3.516,0.0,0.0,1.0,-0.0328,0.0066,-0.0281,0.034,0.0046,-0.0316
95.9952,-0.1526,2.4006,1.9049,3.1773,-3.2346,3.8907,0.0,0.0,1.0,-0.0328,0.0066,-0.028,0.034,0.0046,-0.0315
