n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.763,-4.4647,3.9269,-3.8922,-1.9449,-5.3572,0.0,0.0,1.0,-0.0327,0.0008,-0.0246,0.0322,0.0018,-0.0251
3.8819,0.7492,-4.4458,3.6062,-3.6964,-2.3453,-5.0491,0.0,0.0,1.0,-0.0327,0.0008,-0.0246,0.0322,0.0018,-0.0251
7.8612,0.7477,-4.4533,3.6247,-4.0471,-2.2661,-4.9214,0.0,0.0,1.0,-0.0327,0.0008,-0.0246,0.0322,0.0018,-0.0251
11.8727,0.7358,-4.4506,3.7571,-3.8278,-2.32,-5.0449,0.0,0.0,1.0,-0.0327,0.0008,-0.0246,0.0322,0.0018,-0.0252
15.8929,0.7246,-4.4521,3.5217,-3.6311,-2.3582,-5.2028,0.0,0.0,1.0,-0.0327,0.0008,-0.0246,0.0322,0.0018,-0.0252
19.8788,0.7266,-4.4687,3.5131,-3.9648,-2.1479,-5.2681,0.0,0.0,1.0,-0.0327,0.0008,-0.0246,0.0322,0.0018,-0.0251
23.8756,0.706,-4.4798,3.5013,-3.6664,-2.3669,-5.1492,0.0,0.0,1.0,-0.0327,0.0008,-0.0246,0.0322,0.0018,-0.0252
27.8861,0.7073,-4.5225,3.6116,-3.937,-2.1939,-5.4237,0.0,0.0,1.0,-0.0327,0.0008,-0.0246,0.0322,0.0018,-0.0251
31.8612,0.7015,-4.5365,3.5674,-3.9639,-2.1426,-5.2804,0.0,0.0,1.0,-0.0327,0.0008,-0.0246,0.0322,0.0018,-0.0251
35.8847,0.7011,-4.561,3.6048,-3.942,-2.1435,-5.4221,0.0,0.0,1.0,-0.0327,0.0008,-0.0247,0.0322,0.0018,-0.0251
39.8673,0.6985,-4.5765,3.8302,-4.0168,-2.3974,-5.277,0.0,0.0,1.0,-0.0327,0.0008,-0.0247,0.0322,0.0018,-0.0252
43.8506,0.6892,-4.5806,3.7936,-4.0267,-2.1521,-5.2527,0.0,0.0,1.0,-0.0327,0.0008,-0.0247,0.0322,0.0018,-0.0252
47.8929,0.7156,-4.5975,3.9917,-3.9955,-2.2081,-5.1549,0.0,0.0,1.0,-0.0328,0.0008,-0.0247,0.0322,0.0018,-0.0251
51.9013,0.7331,-4.5741,3.9573,-3.4133,-2.2447,-5.126,0.0,0.0,1.0,-0.0328,0.0008,-0.0247,0.0322,0.0018,-0.0251
55.9498,0.7582,-4.5812,4.0777,-3.6172,-2.1881,-5.4351,0.0,0.0,1.0,-0.0328,0.0008,-0.0247,0.0322,0.0018,-0.0251
59.8998,0.773,-4.5993,3.9335,-4.1391,-2.3785,-5.1052,0.0,0.0,1.0,-0.0328,0.0008,-0.0247,0.0322,0.0018,-0.0251
63.8373,0.7915,-4.5638,4.1175,-3.4821,-2.3952,-5.067,0.0,0.0,1.0,-0.0328,0.0008,-0.0247,0.0322,0.0018,-0.0251
67.8451,0.7781,-4.5447,3.4899,-3.7979,-2.4013,-4.7062,0.0,0.0,1.0,-0.0327,0.0008,-0.0247,0.0322,0.0017,-0.0251
71.8393,0.7861,-4.5148,3.366,-3.5456,-1.7732,-5.1637,0.0,0.0,1.0,-0.0327,0.0007,-0.0246,0.0322,0.0018,-0.025
75.8289,0.8089,-4.4831,4.0234,-3.6489,-2.2353,-4.9324,0.0,0.0,1.0,-0.0327,0.0008,-0.0246,0.0322,0.0017,-0.0251
79.9179,0.8193,-4.4655,4.0753,-3.9368,-2.366,-4.9762,0.0,0.0,1.0,-0.0328,0.0008,-0.0247,0.0322,0.0018,-0.0251
83.8645,0.8186,-4.4672,3.9484,-3.98,-2.434,-5.2593,0.0,0.0,1.0,-0.0328,0.0008,-0.0247,0.0322,0.0018,-0.0252
87.8484,0.7722,-4.4582,3.3517,-3.8159,-2.4091,-5.2141,0.0,0.0,1.0,-0.0327,0.0008,-0.0245,0.0322,0.0018,-0.0252
91.893,0.6611,-4.4031,2.9488,-3.4284,-2.9221,-4.6055,0.0,0.0,1.0,-0.0327,0.0008,-0.0243,0.0322,0.0018,-0.0253
