n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,1.4553,-5.1943,5.0506,-5.025,-2.175,-5.4388,0.0,0.0,1.0,-0.0338,0.0015,-0.0226,0.0327,0.0021,-0.0229
4.0927,1.4488,-5.189,4.8903,-5.018,-2.1687,-5.4221,0.0,0.0,1.0,-0.0337,0.0015,-0.0226,0.0327,0.0021,-0.0229
7.9848,1.4554,-5.1639,5.1575,-4.6581,-2.1632,-5.3723,0.0,0.0,1.0,-0.0338,0.0015,-0.0226,0.0327,0.0021,-0.0229
11.9486,1.4523,-5.1614,5.0075,-4.977,-2.1796,-5.4959,0.0,0.0,1.0,-0.0338,0.0015,-0.0226,0.0327,0.0021,-0.0229
15.9907,1.4539,-5.1558,5.0371,-4.9491,-2.1776,-5.4172,0.0,0.0,1.0,-0.0338,0.0015,-0.0225,0.0327,0.0021,-0.0229
20.021,1.448,-5.14,5.0082,-4.5808,-2.1772,-5.4381,0.0,0.0,1.0,-0.0337,0.0015,-0.0225,0.0327,0.0021,-0.0229
23.9614,1.4667,-5.1219,5.2352,-4.5888,-2.0916,-5.438,0.0,0.0,1.0,-0.0338,0.0015,-0.0226,0.0327,0.0021,-0.0229
28.1252,1.4633,-5.1083,5.0272,-4.6483,-2.1464,-5.3808,0.0,0.0,1.0,-0.0338,0.0015,-0.0226,0.0327,0.0021,-0.0229
31.9867,1.4667,-5.1094,5.1411,-4.6438,-2.1831,-5.3339,0.0,0.0,1.0,-0.0338,0.0015,-0.0226,0.0327,0.0021,-0.0229
36.1167,1.4653,-5.1037,5.1427,-4.5971,-2.0448,-5.5601,0.0,0.0,1.0,-0.0338,0.0015,-0.0226,0.0327,0.0021,-0.0229
40.0961,1.4526,-5.0954,4.8194,-4.7046,-2.1936,-5.3345,0.0,0.0,1.0,-0.0337,0.0015,-0.0225,0.0327,0.0021,-0.0229
43.9785,1.4392,-5.0725,4.8102,-4.6705,-2.1966,-5.2836,0.0,0.0,1.0,-0.0337,0.0015,-0.0225,0.0327,0.0021,-0.0229
