n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,-1.289,-4.9297,-0.8994,-6.3369,-2.6462,-5.0155,0.0,0.0,1.0,-0.0335,0.0072,-0.0248,0.0361,0.0045,-0.0269
4.1567,-1.2985,-4.951,-0.8496,-6.2188,-2.6782,-5.1213,0.0,0.0,1.0,-0.0335,0.0072,-0.0248,0.0361,0.0045,-0.0269
8.174,-1.3066,-4.967,-0.8575,-6.2674,-2.6348,-5.0258,0.0,0.0,1.0,-0.0336,0.0072,-0.0249,0.0361,0.0045,-0.027
12.0333,-1.3109,-4.9821,-0.8365,-6.4513,-2.6284,-5.0849,0.0,0.0,1.0,-0.0336,0.0073,-0.025,0.0361,0.0045,-0.0269
16.2353,-1.3137,-4.9972,-0.9245,-6.6228,-2.6457,-5.1308,0.0,0.0,1.0,-0.0336,0.0073,-0.0249,0.0361,0.0045,-0.0269
20.0081,-1.3145,-4.9951,-0.9101,-6.4108,-2.6352,-5.0157,0.0,0.0,1.0,-0.0336,0.0073,-0.025,0.0361,0.0044,-0.0268
24.0204,-1.3136,-4.9948,-0.9295,-6.4244,-2.6333,-5.0855,0.0,0.0,1.0,-0.0336,0.0073,-0.0249,0.0361,0.0045,-0.0269
28.2111,-1.3082,-5.0137,-0.8746,-6.5687,-2.5887,-5.1417,0.0,0.0,1.0,-0.0336,0.0073,-0.0249,0.0361,0.0045,-0.0269
32.3582,-1.3122,-5.0136,-0.9615,-6.4569,-2.6843,-5.0802,0.0,0.0,1.0,-0.0336,0.0073,-0.0249,0.0361,0.0045,-0.027
35.9719,-1.3144,-5.0095,-0.6889,-6.3891,-2.6474,-5.0801,0.0,0.0,1.0,-0.0336,0.0073,-0.025,0.0361,0.0045,-0.0269
40.1589,-1.3174,-5.002,-0.6806,-6.4123,-2.6371,-5.0873,0.0,0.0,1.0,-0.0336,0.0073,-0.0251,0.0361,0.0045,-0.0269
43.9779,-1.3118,-5.0118,-0.7194,-6.4449,-2.5893,-5.1276,0.0,0.0,1.0,-0.0336,0.0073,-0.025,0.0361,0.0045,-0.0269
47.9639,-1.3006,-5.0154,-0.7176,-6.6191,-2.5572,-5.1493,0.0,0.0,1.0,-0.0336,0.0073,-0.025,0.0361,0.0045,-0.0268
52.1186,-1.2996,-5.0238,-0.8243,-6.6479,-2.6243,-5.1234,0.0,0.0,1.0,-0.0336,0.0073,-0.0249,0.0361,0.0045,-0.0268
56.1408,-1.2972,-5.0274,-0.8329,-6.604,-2.6052,-5.1231,0.0,0.0,1.0,-0.0336,0.0073,-0.0249,0.0361,0.0045,-0.0268
59.9626,-1.2978,-5.0306,-0.8452,-6.6318,-2.6493,-5.1549,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0044,-0.0265
64.1086,-1.2977,-5.0388,-0.8205,-6.5978,-2.6326,-5.117,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0044,-0.0264
68.0118,-1.2995,-5.0456,-0.8359,-6.5525,-2.6497,-5.1591,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0267
71.9696,-1.2991,-5.05,-0.7958,-6.5931,-2.5935,-5.18,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0267
76.1663,-1.2901,-5.0629,-0.8063,-6.3788,-2.5802,-5.2179,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0267
80.1477,-1.2893,-5.0739,-0.748,-6.5435,-2.6322,-5.2002,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0268
83.9992,-1.29,-5.0857,-0.8656,-6.6426,-2.6378,-5.2169,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0268
88.2593,-1.3025,-5.0841,-0.9571,-6.7102,-2.7193,-5.116,0.0,0.0,1.0,-0.0336,0.0073,-0.0246,0.0361,0.0045,-0.0268
92.0135,-1.3203,-5.0789,-0.8877,-6.6604,-2.7502,-5.0971,0.0,0.0,1.0,-0.0336,0.0073,-0.0246,0.0361,0.0045,-0.0268
96.133,-1.3226,-5.0906,-0.8588,-6.504,-2.6491,-5.2469,0.0,0.0,1.0,-0.0336,0.0073,-0.0247,0.0361,0.0045,-0.0268
100.1551,-1.3324,-5.0948,-0.8784,-6.3393,-2.7095,-5.1739,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0044,-0.0266
104.1401,-1.3363,-5.1001,-0.9314,-6.6483,-2.686,-5.2106,0.0,0.0,1.0,-0.0336,0.0073,-0.0247,0.0361,0.0045,-0.0268
108.1353,-1.3322,-5.1255,-0.9055,-6.5154,-2.5946,-5.385,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0268
112.1528,-1.3355,-5.1331,-0.7575,-6.6567,-2.6802,-5.2416,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0268
116.0958,-1.3462,-5.1361,-0.8871,-6.483,-2.7133,-5.2127,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0268
120.2894,-1.3653,-5.1247,-0.9268,-6.3258,-2.791,-5.0987,0.0,0.0,1.0,-0.0336,0.0073,-0.0247,0.0361,0.0045,-0.0269
124.1533,-1.3865,-5.1205,-0.9316,-6.6947,-2.8547,-5.1562,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0269
128.1476,-1.3915,-5.1254,-0.9684,-6.6385,-2.7035,-5.2604,0.0,0.0,1.0,-0.0336,0.0073,-0.0247,0.0361,0.0045,-0.0268
132.1776,-1.392,-5.1324,-0.8951,-6.5396,-2.7194,-5.2053,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0268
136.1513,-1.3908,-5.1418,-0.8608,-6.4403,-2.7256,-5.2173,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0268
140.1604,-1.4299,-5.1342,-0.9468,-6.5966,-3.039,-5.1662,0.0,0.0,1.0,-0.0336,0.0073,-0.0247,0.0362,0.0045,-0.0268
144.2074,-1.4259,-5.1402,-0.9467,-6.6276,-2.6923,-5.2449,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0268
148.1821,-1.4313,-5.1379,-0.9544,-6.6399,-2.7443,-5.1907,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0268
152.17,-1.4435,-5.1197,-0.7266,-6.868,-2.7494,-5.1643,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0268
156.1392,-1.4456,-5.114,-0.9388,-6.6067,-2.7217,-5.1736,0.0,0.0,1.0,-0.0336,0.0073,-0.0247,0.0361,0.0045,-0.0268
160.2041,-1.4317,-5.1187,-0.9595,-6.6368,-2.5946,-5.2544,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0268
164.1423,-1.4259,-5.1248,-1.0674,-6.6288,-2.7218,-5.1813,0.0,0.0,1.0,-0.0336,0.0073,-0.0247,0.0361,0.0045,-0.0268
168.1489,-1.4396,-5.1233,-0.9562,-6.9111,-2.9564,-5.1527,0.0,0.0,1.0,-0.0336,0.0073,-0.0247,0.0361,0.0045,-0.0268
172.1566,-1.4356,-5.1168,-1.2112,-6.8838,-2.6953,-5.1829,0.0,0.0,1.0,-0.0335,0.0073,-0.0247,0.0361,0.0045,-0.0268
176.1287,-1.436,-5.1169,-1.077,-6.5991,-2.7321,-5.2046,0.0,0.0,1.0,-0.0335,0.0073,-0.0247,0.0361,0.0045,-0.0268
180.1987,-1.4389,-5.1192,-0.894,-6.604,-2.7626,-5.2355,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0268
183.996,-1.4209,-5.1203,-0.8113,-6.6923,-2.791,-5.1841,0.0,0.0,1.0,-0.0336,0.0073,-0.0248,0.0361,0.0045,-0.0268
