n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.0926,-5.1372,2.9131,-4.9793,-2.6793,-5.6634,0.0,0.0,0.4433,-0.0319,0.0056,-0.0251,0.0323,0.0066,-0.0256
4.149,0.1095,-5.1499,3.0555,-5.0716,-2.7214,-5.6363,0.0,0.0,0.4433,-0.0319,0.0056,-0.025,0.0323,0.0066,-0.0256
8.0008,0.1094,-5.1497,2.8522,-4.9481,-2.7102,-5.5635,0.0,0.0,0.4433,-0.0319,0.0056,-0.025,0.0323,0.0066,-0.0256
12.092,0.1085,-5.1507,2.7778,-5.0634,-2.6443,-5.5477,0.0,0.0,0.4433,-0.0319,0.0056,-0.0249,0.0323,0.0066,-0.0256
15.9696,0.1196,-5.1579,2.9652,-5.2635,-2.6326,-5.4851,0.0,0.0,0.4433,-0.0319,0.0056,-0.0248,0.0323,0.0066,-0.0256
19.9667,0.1024,-5.1264,2.5172,-4.7549,-2.6119,-5.2556,0.0,0.0,0.4433,-0.0319,0.0055,-0.025,0.0323,0.0066,-0.0256
24.0714,0.0885,-5.1104,2.696,-4.7786,-2.7403,-5.5432,0.0,0.0,0.4433,-0.0319,0.0055,-0.025,0.0324,0.0066,-0.0255
28.0005,0.0857,-5.0956,2.7739,-4.8478,-2.6779,-5.466,0.0,0.0,0.4433,-0.0319,0.0056,-0.025,0.0323,0.0066,-0.0256
31.9981,0.0681,-5.0979,2.8572,-4.9788,-2.9678,-5.3676,0.0,0.0,0.4433,-0.0319,0.0056,-0.0249,0.0324,0.0066,-0.0256
36.1064,0.0755,-5.0972,2.9419,-4.9557,-2.6549,-5.5592,0.0,0.0,0.4433,-0.0319,0.0056,-0.025,0.0323,0.0066,-0.0255
39.9536,0.0732,-5.0912,2.883,-5.0143,-2.712,-5.48,0.0,0.0,0.4433,-0.0319,0.0056,-0.025,0.0324,0.0066,-0.0256
