n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,-0.5893,-5.9772,2.2134,-6.1426,-3.4564,-6.4112,0.0,0.0,0.4433,-0.0361,0.0059,-0.0291,0.0351,0.0071,-0.0299
4.0851,-0.609,-5.9904,2.0336,-5.997,-3.3251,-6.4274,0.0,0.0,0.4433,-0.0361,0.0059,-0.029,0.0351,0.0072,-0.03
7.8323,-0.626,-6.0042,2.1584,-6.1015,-3.3801,-6.2284,0.0,0.0,0.4433,-0.0361,0.0059,-0.0291,0.0351,0.0071,-0.0299
12.1262,-0.6267,-6.02,2.1541,-6.0574,-3.2301,-6.2774,0.0,0.0,0.4433,-0.0361,0.0059,-0.029,0.0351,0.0071,-0.0299
16.0327,-0.6182,-6.0338,2.2187,-5.9069,-3.367,-6.4252,0.0,0.0,0.4433,-0.0361,0.0059,-0.0289,0.0351,0.0072,-0.0299
20.0069,-0.6092,-6.0324,2.4275,-5.8561,-3.3667,-6.3714,0.0,0.0,0.4433,-0.0361,0.0059,-0.029,0.0351,0.0071,-0.0299
23.9986,-0.6089,-6.0198,2.2419,-5.8777,-3.3822,-6.0585,0.0,0.0,0.4433,-0.0361,0.0059,-0.029,0.0351,0.0071,-0.0299
27.9876,-0.6171,-6.0173,2.2141,-6.0941,-3.3802,-6.0305,0.0,0.0,0.4433,-0.0361,0.0059,-0.0288,0.0351,0.0071,-0.0299
31.8095,-0.6093,-6.0131,2.1415,-5.969,-3.2006,-6.2737,0.0,0.0,0.4433,-0.0361,0.0059,-0.0289,0.0351,0.0071,-0.03
36.04,-0.6168,-5.9993,2.0709,-6.0011,-3.3915,-6.1061,0.0,0.0,0.4433,-0.0361,0.0059,-0.029,0.0351,0.0071,-0.03
40.0721,-0.6042,-5.9835,2.3067,-5.881,-3.3185,-6.0497,0.0,0.0,0.4433,-0.0361,0.0059,-0.0289,0.0351,0.0071,-0.0299
43.9991,-0.5921,-5.9533,2.2777,-5.8446,-3.2598,-6.0454,0.0,0.0,0.4433,-0.0361,0.0059,-0.029,0.0351,0.0071,-0.0301
48.0249,-0.5814,-5.9036,2.1975,-5.883,-3.2385,-5.5264,0.0,0.0,0.4433,-0.0361,0.0058,-0.0289,0.0351,0.007,-0.0301
51.9974,-0.584,-5.894,2.041,-5.9406,-3.2793,-6.1198,0.0,0.0,0.4433,-0.0361,0.0059,-0.029,0.0351,0.0071,-0.03
56.099,-0.5814,-5.897,2.2237,-5.9008,-3.2628,-6.4238,0.0,0.0,0.4433,-0.0361,0.0059,-0.0289,0.0351,0.0071,-0.03
60.1149,-0.5881,-5.8822,2.0389,-5.8788,-3.2997,-6.1251,0.0,0.0,0.4433,-0.0361,0.0059,-0.029,0.0351,0.0071,-0.03
63.9711,-0.6055,-5.8846,2.0946,-5.9026,-3.4254,-6.3157,0.0,0.0,0.4433,-0.0361,0.0059,-0.029,0.0351,0.0071,-0.0299
68.0665,-0.6107,-5.909,2.2259,-6.0837,-3.4703,-6.3555,0.0,0.0,0.4433,-0.0361,0.0059,-0.029,0.0352,0.0071,-0.0299
72.0997,-0.6052,-5.9071,2.1737,-6.0394,-3.2292,-6.0462,0.0,0.0,0.4433,-0.0361,0.0059,-0.029,0.0351,0.0071,-0.03
76.0276,-0.6006,-5.8957,2.3149,-5.7976,-3.3022,-6.1583,0.0,0.0,0.4433,-0.0361,0.0059,-0.029,0.0351,0.0071,-0.0299
