n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.8409,-0.3691,3.1512,-1.5603,-1.8458,-0.4268,0.0,0.0,0.4433,-0.0321,0.0045,-0.03,0.0353,0.0038,-0.031
4.0441,0.8571,-0.3503,3.5839,-0.4599,-1.7907,-0.3397,0.0,0.0,0.4433,-0.0321,0.0044,-0.0299,0.0353,0.0038,-0.0311
7.9447,0.8593,-0.3418,3.7137,-0.7011,-1.8707,0.0279,0.0,0.0,0.4433,-0.0321,0.0044,-0.0299,0.0353,0.0038,-0.0311
11.9005,0.8083,-0.387,2.8173,-1.03,-1.9836,-0.3227,0.0,0.0,0.4433,-0.0321,0.0044,-0.0299,0.0353,0.0038,-0.031
16.0601,0.8044,-0.3959,3.0166,-0.8888,-1.8513,-0.3564,0.0,0.0,0.4433,-0.0321,0.0044,-0.0299,0.0353,0.0038,-0.031
19.9161,0.8249,-0.3862,3.5637,-0.3779,-1.8435,-0.3752,0.0,0.0,0.4433,-0.0321,0.0044,-0.0299,0.0353,0.0038,-0.031
24.0809,0.8052,-0.3691,3.1572,-0.67,-1.926,-0.1099,0.0,0.0,0.4433,-0.0321,0.0044,-0.03,0.0353,0.0038,-0.0311
27.9693,0.7978,-0.378,3.4525,-0.5178,-1.8811,-0.3261,0.0,0.0,0.4433,-0.0321,0.0044,-0.03,0.0353,0.0038,-0.0311
32.146,0.7995,-0.3941,3.547,-0.6131,-1.8885,-0.3831,0.0,0.0,0.4433,-0.0321,0.0044,-0.03,0.0353,0.0038,-0.031
35.9723,0.822,-0.3983,3.5878,-0.5165,-1.6681,-0.7531,0.0,0.0,0.4433,-0.0321,0.0044,-0.0299,0.0353,0.0038,-0.031
40.0381,0.8494,-0.3777,3.6257,-0.709,-1.88,-0.2585,0.0,0.0,0.4433,-0.0322,0.0044,-0.0299,0.0353,0.0038,-0.031
43.9422,0.8652,-0.3199,3.6487,-0.3938,-1.9896,-0.212,0.0,0.0,0.4433,-0.0322,0.0044,-0.0299,0.0353,0.0038,-0.031
48.0453,0.8628,-0.3284,3.6125,-0.6736,-1.9217,-0.312,0.0,0.0,0.4433,-0.0322,0.0044,-0.0299,0.0353,0.0038,-0.031
52.0408,0.851,-0.3324,3.5401,-0.3229,-1.9863,-0.5117,0.0,0.0,0.4433,-0.0321,0.0044,-0.0299,0.0353,0.0038,-0.031
55.9429,0.8871,-0.3336,3.4172,-0.7386,-1.6507,-0.5315,0.0,0.0,0.4433,-0.0321,0.0044,-0.0299,0.0353,0.0038,-0.031
59.9961,0.8724,-0.3429,3.0722,-0.9229,-2.0171,-0.4359,0.0,0.0,0.4433,-0.0321,0.0044,-0.03,0.0353,0.0038,-0.031
63.9447,0.8591,-0.3611,3.6042,-0.4876,-2.2427,-0.674,0.0,0.0,0.4433,-0.0321,0.0044,-0.03,0.0353,0.0038,-0.031
68.0805,0.8404,-0.393,2.9766,-1.2038,-1.9331,-0.2341,0.0,0.0,0.4433,-0.0321,0.0044,-0.0299,0.0353,0.0038,-0.031
72.0631,0.8437,-0.3942,3.5292,-0.5141,-2.0142,-0.4347,0.0,0.0,0.4433,-0.0321,0.0044,-0.03,0.0353,0.0038,-0.0311
76.0863,0.7842,-0.4089,2.9829,-0.9388,-2.2912,-0.3299,0.0,0.0,0.4433,-0.0321,0.0044,-0.0299,0.0353,0.0038,-0.031
80.0688,0.7491,-0.417,3.0375,-0.9355,-1.9693,-0.439,0.0,0.0,0.4433,-0.0321,0.0044,-0.0299,0.0353,0.0038,-0.0311
84.0732,0.7652,-0.4046,3.546,-0.6734,-1.7704,-0.0929,0.0,0.0,0.4433,-0.0321,0.0044,-0.0298,0.0353,0.0038,-0.0311
87.954,0.7632,-0.4226,3.7219,-0.5263,-2.1586,-0.545,0.0,0.0,0.4433,-0.0322,0.0044,-0.0298,0.0353,0.0038,-0.0311
91.973,0.7782,-0.4043,3.7808,-0.2522,-1.9325,-0.4356,0.0,0.0,0.4433,-0.0322,0.0044,-0.0299,0.0353,0.0038,-0.0311
96.0474,0.8182,-0.4164,4.082,-0.6505,-1.9895,-0.4614,0.0,0.0,0.4433,-0.0322,0.0044,-0.0299,0.0353,0.0038,-0.031
99.9591,0.7855,-0.4456,3.3978,-1.3011,-1.936,-0.4687,0.0,0.0,0.4433,-0.0322,0.0044,-0.0299,0.0353,0.0038,-0.031
104.08,0.7988,-0.4433,3.4731,-0.7107,-2.1245,-0.631,0.0,0.0,0.4433,-0.0322,0.0044,-0.0299,0.0353,0.0038,-0.031
107.995,0.8223,-0.4428,3.7899,-0.4588,-2.1505,-0.7194,0.0,0.0,0.4433,-0.0322,0.0044,-0.03,0.0353,0.0038,-0.031
