n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,-0.2026,1.1882,3.3888,0.8484,-3.7608,0.9427,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0315,0.0049,-0.0233
4.0153,-0.2014,1.2054,3.4653,1.02,-3.8333,1.5248,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0315,0.0049,-0.0234
8.0455,-0.2376,1.229,3.3689,1.3137,-4.2972,1.4191,0.0,0.0,0.4433,-0.0326,0.0036,-0.0243,0.0315,0.0049,-0.0235
11.9898,-0.2581,1.3817,3.2339,3.0105,-4.1184,1.4339,0.0,0.0,0.4433,-0.0326,0.0035,-0.0243,0.0315,0.0049,-0.0235
16.0026,-0.0715,1.4978,5.3933,2.7182,-4.7266,1.6187,0.0,0.0,0.4433,-0.0327,0.0035,-0.0244,0.0316,0.0049,-0.0238
20.0583,-2.902,1.2011,NaN,NaN,-4.4806,0.0414,0.0,0.0,0.4433,NaN,NaN,NaN,0.0316,0.005,-0.0239
24.0144,-0.3228,1.8647,4.4249,5.0135,-5.2858,0.5953,0.0,0.0,0.4433,-0.0328,0.0035,-0.0245,0.0317,0.005,-0.0241
28.0012,-3.3305,0.9087,NaN,NaN,-5.3087,-0.782,0.0,0.0,0.4433,NaN,NaN,NaN,0.0316,0.0051,-0.0225
31.9893,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
36.1714,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
40.0056,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
44.0343,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
48.0283,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
52.0138,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
55.9978,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
60.183,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
64.0121,-9.5141,-19.2209,NaN,NaN,-10.4741,-19.1278,0.0,0.0,0.4433,NaN,NaN,NaN,0.0316,0.0051,-0.0225
68.0366,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
72.0376,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
76.0566,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
80.0657,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
84.0494,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
88.0404,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
92.0176,-3.4744,-12.8992,NaN,NaN,-5.256,-12.6343,0.0,0.0,0.4433,NaN,NaN,NaN,0.0316,0.0051,-0.0225
96.0541,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
100.0489,2.5951,2.3968,4.3464,3.419,NaN,NaN,0.0,0.0,0.4433,-0.0328,0.0035,-0.0245,NaN,NaN,NaN
104.0172,2.6765,3.2078,4.2961,4.8722,NaN,NaN,0.0,0.0,0.4433,-0.0328,0.0035,-0.0245,NaN,NaN,NaN
108.042,-0.9056,-4.6527,3.7499,1.9942,-6.7222,-10.8684,0.0,0.0,0.4433,-0.0328,0.0035,-0.0245,0.0316,0.0051,-0.0225
111.9792,-0.5474,0.5113,4.3916,-2.6101,-5.4034,-0.7622,0.0,0.0,0.4433,-0.0328,0.0037,-0.0246,0.0317,0.0051,-0.0227
115.9973,-0.6309,0.9396,3.2656,0.3607,-4.8823,-1.3119,0.0,0.0,0.4433,-0.0328,0.0039,-0.0246,0.0317,0.0052,-0.0229
120.0529,-0.0125,0.7706,4.6279,0.2466,-2.7889,-0.7796,0.0,0.0,0.4433,-0.0328,0.0039,-0.0246,0.0315,0.0052,-0.0234
123.9882,-0.4023,0.316,3.621,-1.1405,-4.1302,0.5204,0.0,0.0,0.4433,-0.0328,0.0039,-0.0246,0.0316,0.0051,-0.0236
128.0667,-0.347,0.8509,3.679,1.0679,-4.1524,1.045,0.0,0.0,0.4433,-0.0327,0.0038,-0.0245,0.0315,0.0051,-0.0234
132.0065,-0.0963,0.7366,3.5176,0.7864,-3.3531,0.878,0.0,0.0,0.4433,-0.0327,0.0037,-0.0245,0.0314,0.005,-0.0231
136.0626,-0.0788,0.6909,3.8442,0.0914,-3.5732,2.1305,0.0,0.0,0.4433,-0.0327,0.0037,-0.0245,0.0314,0.005,-0.0235
140.003,-0.158,0.9636,3.3042,1.7646,-3.8754,0.9741,0.0,0.0,0.4433,-0.0327,0.0036,-0.0244,0.0315,0.005,-0.0236
144.0506,-0.2042,1.2031,3.405,3.2818,-3.9916,0.4488,0.0,0.0,0.4433,-0.0326,0.0035,-0.0243,0.0315,0.0051,-0.0238
148.0195,-0.148,0.866,3.4667,1.3196,-3.7336,0.7249,0.0,0.0,0.4433,-0.0326,0.0035,-0.0243,0.0315,0.0051,-0.0238
152.068,-0.1565,0.8194,3.6573,1.1578,-3.9612,0.5299,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0315,0.0051,-0.0237
156.0342,-0.1403,0.8244,3.7923,0.0095,-3.9802,0.599,0.0,0.0,0.4433,-0.0326,0.0036,-0.0241,0.0315,0.0051,-0.0236
160.0389,-0.1057,0.9286,3.4169,0.5287,-3.8034,0.669,0.0,0.0,0.4433,-0.0326,0.0036,-0.0241,0.0314,0.005,-0.0236
164.0201,-0.1765,1.0548,3.4388,1.3107,-3.8632,0.3614,0.0,0.0,0.4433,-0.0326,0.0036,-0.0241,0.0315,0.005,-0.0235
167.9821,-0.1751,0.9543,3.5163,-0.1206,-3.9379,-0.0922,0.0,0.0,0.4433,-0.0326,0.0036,-0.0241,0.0314,0.0051,-0.0237
172.0134,-0.178,0.9356,3.2987,0.6429,-3.773,0.2886,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0314,0.0051,-0.0237
176.2296,-0.1837,0.8896,3.5577,0.7652,-3.6649,0.0192,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0314,0.0051,-0.0237
179.9942,-0.2063,0.8637,3.3593,0.9688,-3.6613,0.1578,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0314,0.005,-0.0237
183.9756,-0.2161,0.8002,3.367,0.9955,-4.0635,0.1996,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0315,0.005,-0.0235
188.0378,-0.2339,0.6809,3.4432,0.3482,-4.2976,0.1492,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0315,0.005,-0.0234
192.2891,-0.2538,0.6143,3.4214,0.2527,-4.1311,0.246,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0315,0.005,-0.0234
196.033,-0.2629,0.5817,3.1832,0.5152,-3.7391,0.2821,0.0,0.0,0.4433,-0.0326,0.0036,-0.0243,0.0314,0.005,-0.0236
200.0319,-0.2842,0.5737,3.149,0.1426,-3.8147,0.436,0.0,0.0,0.4433,-0.0326,0.0036,-0.0243,0.0314,0.005,-0.0236
204.0141,-0.2629,0.603,3.3683,0.9871,-3.4516,0.5507,0.0,0.0,0.4433,-0.0326,0.0036,-0.0243,0.0314,0.005,-0.0236
208.0971,-0.2758,0.551,3.0718,0.1259,-3.6721,0.4616,0.0,0.0,0.4433,-0.0326,0.0036,-0.0243,0.0314,0.005,-0.0236
212.0407,-0.2351,0.5814,3.7066,0.1838,-3.4763,0.4262,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0314,0.005,-0.0236
216.0179,-0.2182,0.5953,3.3658,0.29,-3.4591,0.8699,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0313,0.0049,-0.0236
220.0524,-0.2133,0.6022,3.5907,0.4645,-3.6522,0.48,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0314,0.0049,-0.0234
224.1205,-0.156,0.5814,4.0912,0.2213,-3.5249,0.4526,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0314,0.005,-0.0235
228.0206,-0.1762,0.5759,3.2807,0.4134,-3.8648,0.5485,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0314,0.0049,-0.0234
231.9961,-0.1496,0.5784,3.6419,-0.0071,-3.9754,0.6527,0.0,0.0,0.4433,-0.0326,0.0036,-0.0241,0.0314,0.0049,-0.0232
236.0636,-0.1287,0.6129,3.7288,0.4428,-3.9772,0.784,0.0,0.0,0.4433,-0.0326,0.0036,-0.0241,0.0314,0.0049,-0.0233
240.0811,-0.1151,0.6393,3.7766,0.6284,-3.9962,0.7091,0.0,0.0,0.4433,-0.0326,0.0036,-0.0241,0.0314,0.0049,-0.0232
244.0397,-0.1137,0.6321,3.7737,0.0874,-4.2032,0.4769,0.0,0.0,0.4433,-0.0326,0.0036,-0.0241,0.0314,0.0049,-0.0232
248.017,-0.0982,0.6628,4.0681,1.0825,-4.0423,0.8271,0.0,0.0,0.4433,-0.0326,0.0035,-0.0242,0.0314,0.0049,-0.0231
252.0244,-0.0929,0.6915,3.8365,0.4631,-4.0544,0.8396,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0314,0.0049,-0.0232
256.2544,-0.1268,0.7594,3.6241,1.4663,-4.0926,0.4213,0.0,0.0,0.4433,-0.0326,0.0035,-0.0242,0.0314,0.0049,-0.0232
260.022,-0.1398,0.7151,4.0152,0.0102,-4.4256,0.5625,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0314,0.0049,-0.0232
264.1646,-0.1533,0.7507,4.1342,0.8246,-4.5085,0.6397,0.0,0.0,0.4433,-0.0326,0.0036,-0.0242,0.0314,0.0049,-0.0234
268.0332,-0.1937,0.7415,4.0766,0.1641,-4.5404,0.5894,0.0,0.0,0.4433,-0.0326,0.0036,-0.0243,0.0314,0.0049,-0.0233
272.2012,-0.1994,0.7167,3.9246,-0.0398,-4.4958,0.605,0.0,0.0,0.4433,-0.0326,0.0036,-0.0243,0.0314,0.0049,-0.0233
