n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,-0.9117,3.6396,1.8411,3.2527,-3.8149,3.0485,0.0,0.0,0.4433,-0.0333,0.0079,-0.0291,0.0338,0.0074,-0.0309
4.0604,-0.9239,3.6288,1.8537,3.3059,-3.791,3.2004,0.0,0.0,0.4433,-0.0333,0.0079,-0.0291,0.0338,0.0073,-0.0308
7.9817,-0.9529,3.635,1.857,3.3223,-4.0319,3.3337,0.0,0.0,0.4433,-0.0333,0.0079,-0.0291,0.0338,0.0073,-0.0307
12.0247,-0.9745,3.6428,1.7871,3.2707,-3.9102,3.4545,0.0,0.0,0.4433,-0.0333,0.0079,-0.029,0.0338,0.0073,-0.0308
15.9808,-0.9841,3.646,1.8031,3.2557,-3.8628,3.3876,0.0,0.0,0.4433,-0.0333,0.0079,-0.0289,0.0338,0.0073,-0.0309
19.7995,-1.0032,3.6472,1.7283,3.2661,-3.8852,3.3755,0.0,0.0,0.4433,-0.0333,0.0079,-0.0288,0.0338,0.0073,-0.0308
23.8664,-1.011,3.6483,1.7761,3.2804,-3.726,3.3549,0.0,0.0,0.4433,-0.0333,0.0079,-0.0288,0.0338,0.0073,-0.0308
27.8959,-1.0133,3.6298,1.7687,3.3078,-3.7493,2.9363,0.0,0.0,0.4433,-0.0333,0.0079,-0.0289,0.0338,0.0074,-0.0307
32.039,-1.0324,3.6135,1.7736,3.2727,-4.0048,3.0996,0.0,0.0,0.4433,-0.0333,0.0079,-0.0289,0.0338,0.0073,-0.0307
36.0648,-1.0456,3.6066,1.768,3.2791,-3.8137,3.1957,0.0,0.0,0.4433,-0.0333,0.0079,-0.0289,0.0338,0.0073,-0.0308
40.0469,-1.0534,3.6264,1.7367,3.3106,-3.9207,3.4511,0.0,0.0,0.4433,-0.0333,0.0079,-0.0289,0.0338,0.0073,-0.0308
43.963,-1.0535,3.6344,1.7626,3.2807,-3.7667,3.2487,0.0,0.0,0.4433,-0.0333,0.0079,-0.0289,0.0338,0.0073,-0.0307
47.9675,-1.0612,3.6297,1.7443,3.2443,-3.8619,3.1869,0.0,0.0,0.4433,-0.0333,0.0079,-0.0289,0.0338,0.0073,-0.0308
51.8285,-1.0658,3.6147,1.7078,3.2879,-3.9544,3.0558,0.0,0.0,0.4433,-0.0333,0.0079,-0.0289,0.0338,0.0073,-0.0307
55.9788,-1.0543,3.6005,1.6654,3.2984,-3.5722,3.1037,0.0,0.0,0.4433,-0.0333,0.0079,-0.0289,0.0338,0.0073,-0.0308
60.0521,-1.0524,3.5966,1.763,3.2698,-3.7747,3.2646,0.0,0.0,0.4433,-0.0333,0.0079,-0.0289,0.0338,0.0073,-0.0308
63.9614,-1.0575,3.5785,1.7593,3.162,-3.9846,3.0863,0.0,0.0,0.4433,-0.0333,0.0079,-0.0289,0.0338,0.0073,-0.0309
68.0444,-1.0688,3.5612,1.7911,3.2457,-3.995,3.007,0.0,0.0,0.4433,-0.0333,0.0079,-0.0289,0.0339,0.0073,-0.0308
72.0343,-1.0858,3.5606,1.6495,3.2473,-3.9971,3.0304,0.0,0.0,0.4433,-0.0333,0.0079,-0.0289,0.0338,0.0073,-0.0307
