n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,-1.6363,6.9634,2.7819,7.2092,-5.6506,6.0142,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0061,-0.029
4.0058,-1.601,6.9024,2.8943,6.6357,-5.7204,5.659,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0061,-0.0289
8.0015,-1.5775,6.8973,2.834,7.0252,-5.7171,5.8509,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0061,-0.029
12.0123,-1.5602,6.9057,2.8275,6.9612,-5.9057,5.8052,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0061,-0.0289
15.9901,-1.551,6.8783,2.8916,6.6529,-5.9001,6.2259,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0061,-0.0289
20.0216,-1.5513,6.8474,2.8302,6.8925,-5.9987,5.7871,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0334,0.0061,-0.0289
23.9531,-1.5607,6.8408,2.8034,7.1446,-6.1569,5.9236,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0334,0.0061,-0.0289
27.9847,-1.5419,6.8201,2.8824,6.7723,-5.8583,6.1127,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0061,-0.0289
32.0385,-1.5443,6.7718,2.8909,6.759,-5.946,5.8699,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0334,0.0061,-0.0289
36.0264,-1.5319,6.7457,2.8656,6.746,-5.766,5.6591,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0061,-0.0289
40.1299,-1.5179,6.757,2.9367,7.0846,-5.6358,6.4612,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0061,-0.029
44.0025,-1.5228,6.7366,2.9003,7.0404,-5.8673,5.7355,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0061,-0.0289
48.0063,-1.5375,6.7554,2.8822,6.9141,-6.0297,5.8613,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0334,0.0061,-0.0289
52.0158,-1.5447,6.7738,2.8412,6.7565,-5.9086,6.4369,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0061,-0.029
55.9908,-1.5374,6.7803,2.9003,7.088,-5.8379,5.8688,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0061,-0.029
59.928,-1.5713,6.7422,2.8391,6.7711,-6.4413,5.3975,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0334,0.0061,-0.029
63.9967,-1.5809,6.7764,2.8561,7.0655,-6.2284,6.2228,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0334,0.0061,-0.029
67.9668,-1.5665,6.8027,2.8868,6.8235,-5.9459,6.655,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0334,0.0061,-0.029
71.9536,-1.5864,6.8069,2.876,6.8606,-6.191,6.1874,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0334,0.0061,-0.0291
76.0191,-1.5376,6.8225,3.1128,7.1621,-5.4384,5.8809,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0061,-0.0291
80.0257,-1.3675,6.5575,2.8866,7.1663,-4.3059,2.8927,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0064,-0.0292
84.0375,-1.3805,6.742,2.9098,6.8046,-4.8837,6.0255,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,0.0333,0.0062,-0.0294
88.0248,1.6701,7.0801,2.5636,5.3635,NaN,NaN,0.0,0.0,0.4433,-0.0331,0.0049,-0.0308,NaN,NaN,NaN
92.0101,1.7263,7.0744,3.3537,6.4842,NaN,NaN,0.0,0.0,0.4433,-0.0332,0.0048,-0.0306,NaN,NaN,NaN
96.1426,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
100.0031,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
104.0445,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
107.9928,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
