n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.2529,5.6282,2.6144,6.7782,-2.447,4.2686,0.0,0.0,0.4433,-0.032,0.008,-0.0244,0.0318,0.0089,-0.0252
4.0713,0.1866,5.6581,2.3907,6.4624,-2.6927,4.0279,0.0,0.0,0.4433,-0.032,0.008,-0.0242,0.0319,0.009,-0.025
7.8502,0.1787,5.7024,2.2985,6.8301,-1.9342,4.357,0.0,0.0,0.4433,-0.032,0.0079,-0.0243,0.0317,0.0089,-0.0252
11.8999,0.1206,5.7424,2.1578,6.7747,-2.1278,4.3492,0.0,0.0,0.4433,-0.032,0.0079,-0.0243,0.0318,0.0089,-0.025
15.9918,0.1111,5.7534,2.3109,6.0842,-2.1701,4.402,0.0,0.0,0.4433,-0.032,0.008,-0.0242,0.0318,0.0089,-0.0251
20.0008,0.1007,5.7565,2.556,6.3859,-2.299,4.1858,0.0,0.0,0.4433,-0.032,0.008,-0.0243,0.0318,0.0089,-0.0251
23.9581,0.1018,5.7268,2.7729,6.1098,-2.3552,3.9338,0.0,0.0,0.4433,-0.032,0.008,-0.0243,0.0318,0.0089,-0.025
28.0278,0.1154,5.7312,2.7638,6.334,-2.1849,4.3725,0.0,0.0,0.4433,-0.032,0.008,-0.0244,0.0318,0.0089,-0.0251
31.9619,0.1579,5.761,2.7923,6.4036,-1.7866,4.7477,0.0,0.0,0.4433,-0.032,0.0079,-0.0244,0.0317,0.0089,-0.0252
36.1063,0.1494,5.7847,2.5657,6.6594,-2.1545,4.3784,0.0,0.0,0.4433,-0.032,0.0079,-0.0244,0.0318,0.0089,-0.0251
40.0018,0.1694,5.7873,2.572,6.1719,-2.1665,4.3957,0.0,0.0,0.4433,-0.032,0.008,-0.0242,0.0318,0.0089,-0.0251
43.9692,0.1928,5.7782,2.771,6.3842,-2.1646,4.3998,0.0,0.0,0.4433,-0.032,0.008,-0.0243,0.0318,0.0089,-0.0252
48.0719,0.2257,5.7675,2.8727,6.0677,-2.3558,4.3016,0.0,0.0,0.4433,-0.032,0.008,-0.0242,0.0318,0.0089,-0.025
52.0081,0.2446,5.7346,2.9242,6.0385,-2.2039,4.3819,0.0,0.0,0.4433,-0.0321,0.008,-0.0243,0.0318,0.0089,-0.025
56.0145,0.2639,5.6991,2.8623,5.9404,-2.2877,4.3679,0.0,0.0,0.4433,-0.032,0.008,-0.0241,0.0318,0.0089,-0.025
59.9973,0.2577,5.6898,2.7983,5.9706,-2.6231,4.3581,0.0,0.0,0.4433,-0.032,0.008,-0.0242,0.0318,0.0089,-0.025
64.0366,0.2765,5.6757,2.8493,5.9115,-2.2265,4.3962,0.0,0.0,0.4433,-0.032,0.008,-0.0241,0.0318,0.0089,-0.025
67.9993,0.2592,5.7025,2.835,6.3211,-2.638,4.3771,0.0,0.0,0.4433,-0.032,0.008,-0.0242,0.0318,0.0089,-0.0249
72.0262,0.2329,5.7075,2.4527,6.407,-2.422,4.3934,0.0,0.0,0.4433,-0.032,0.0079,-0.0242,0.0318,0.0089,-0.025
76.0462,0.2148,5.6831,2.8901,6.1715,-2.4378,4.3928,0.0,0.0,0.4433,-0.032,0.008,-0.0243,0.0318,0.0088,-0.025
79.9967,0.2016,5.6737,2.6461,6.3079,-2.4553,4.4248,0.0,0.0,0.4433,-0.032,0.008,-0.0243,0.0318,0.0088,-0.025
84.0137,0.175,5.686,2.4856,6.3948,-2.5658,4.4033,0.0,0.0,0.4433,-0.032,0.0079,-0.0242,0.0318,0.0089,-0.025
87.9994,0.1554,5.6935,2.8319,6.3846,-2.6909,4.486,0.0,0.0,0.4433,-0.032,0.0079,-0.0242,0.0318,0.0088,-0.0249
92.0595,0.1384,5.672,2.5234,5.9192,-2.3704,4.0716,0.0,0.0,0.4433,-0.032,0.008,-0.0242,0.0318,0.0088,-0.0243
95.9921,0.1313,5.6814,2.5686,5.9254,-2.1196,4.6977,0.0,0.0,0.4433,-0.032,0.008,-0.0241,0.0318,0.0088,-0.0249
100.0076,0.0903,5.7099,2.5357,6.3765,-2.7446,4.5356,0.0,0.0,0.4433,-0.032,0.0079,-0.0242,0.0319,0.0088,-0.0248
104.0338,0.078,5.712,2.3016,5.9695,-2.3841,4.4859,0.0,0.0,0.4433,-0.032,0.008,-0.0241,0.0318,0.0088,-0.0249
108.0097,0.0655,5.7255,2.7523,6.1631,-2.5341,4.4816,0.0,0.0,0.4433,-0.032,0.008,-0.0241,0.0318,0.0088,-0.0249
112.0077,0.0575,5.7312,2.593,6.3892,-2.541,4.4097,0.0,0.0,0.4433,-0.032,0.0079,-0.0241,0.0318,0.0088,-0.025
115.9976,0.0454,5.7022,2.5165,5.997,-2.6713,4.2139,0.0,0.0,0.4433,-0.032,0.0079,-0.0241,0.0318,0.0089,-0.0247
119.9924,0.0196,5.7302,2.3379,6.5469,-2.4897,4.5559,0.0,0.0,0.4433,-0.032,0.0079,-0.0241,0.0318,0.0088,-0.0249
123.9873,0.0081,5.7287,2.4463,6.124,-2.5175,4.5864,0.0,0.0,0.4433,-0.032,0.0079,-0.024,0.0318,0.0088,-0.0249
127.9884,0.0357,5.7606,2.621,6.4594,-2.1893,4.9056,0.0,0.0,0.4433,-0.032,0.0079,-0.0241,0.0318,0.0088,-0.025
132.0247,0.0291,5.7489,2.4785,6.1784,-2.4263,4.4427,0.0,0.0,0.4433,-0.032,0.0079,-0.0241,0.0318,0.0088,-0.0249
136.0026,0.0123,5.7797,2.3926,6.208,-2.5681,4.5428,0.0,0.0,0.4433,-0.032,0.0079,-0.024,0.0318,0.0088,-0.0249
139.9682,-0.0093,5.7913,2.5462,6.2835,-2.6445,4.5886,0.0,0.0,0.4433,-0.032,0.0079,-0.024,0.0318,0.0088,-0.0249
144.0197,-0.0064,5.785,2.5152,6.329,-2.6236,4.4176,0.0,0.0,0.4433,-0.032,0.0079,-0.0242,0.0319,0.0088,-0.0248
148.0595,0.0031,5.7799,2.8834,6.2219,-2.7752,4.2051,0.0,0.0,0.4433,-0.032,0.0079,-0.0241,0.0319,0.0089,-0.0247
152.031,-0.004,5.7892,2.6539,6.3665,-2.6154,4.4734,0.0,0.0,0.4433,-0.032,0.0079,-0.0242,0.0319,0.0088,-0.0248
155.9949,-0.0125,5.7825,2.5299,6.1566,-2.6453,4.5098,0.0,0.0,0.4433,-0.032,0.0079,-0.0241,0.0318,0.0088,-0.0248
160.016,-0.0162,5.7899,2.4338,6.1599,-2.626,4.3393,0.0,0.0,0.4433,-0.032,0.0079,-0.0239,0.0318,0.0088,-0.0248
164.05,-0.0402,5.7842,2.1447,6.2848,-2.6916,4.6319,0.0,0.0,0.4433,-0.032,0.0079,-0.024,0.0318,0.0088,-0.025
167.9848,-0.0449,5.7783,2.487,6.1976,-2.6933,4.4225,0.0,0.0,0.4433,-0.032,0.0079,-0.024,0.0319,0.0088,-0.0249
172.0362,-0.0812,5.7555,2.3502,5.9419,-2.7425,4.821,0.0,0.0,0.4433,-0.032,0.0079,-0.0239,0.0319,0.0088,-0.025
176.0339,-0.0892,5.7645,2.5172,6.2168,-2.692,4.6071,0.0,0.0,0.4433,-0.032,0.0079,-0.024,0.0319,0.0088,-0.0249
