n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.9928,-1.9842,6.7124,-0.5865,-4.9038,-3.8749,0.0,0.0,0.4433,-0.0327,0.0058,-0.019,0.032,0.0041,-0.0129
3.805,0.9854,-2.0028,6.7807,-0.8639,-4.8245,-3.8886,0.0,0.0,0.4433,-0.0328,0.0058,-0.0189,0.0319,0.0041,-0.0129
7.7525,0.9899,-2.0277,6.7289,-0.6537,-4.7633,-3.8157,0.0,0.0,0.4433,-0.0328,0.0058,-0.019,0.0319,0.0041,-0.0128
11.8749,0.9822,-2.0333,6.6651,-0.5934,-4.7541,-3.8693,0.0,0.0,0.4433,-0.0327,0.0058,-0.019,0.0319,0.0041,-0.0128
15.8443,0.9681,-2.0132,6.5752,-0.2392,-4.8063,-3.8734,0.0,0.0,0.4433,-0.0327,0.0058,-0.019,0.0319,0.0041,-0.0128
19.8345,0.9313,-2.0221,6.4695,-0.5161,-4.8981,-3.9823,0.0,0.0,0.4433,-0.0327,0.0058,-0.0189,0.0319,0.0041,-0.0129
24.1804,0.9168,-2.009,6.5951,-0.205,-4.9073,-4.0974,0.0,0.0,0.4433,-0.0327,0.0058,-0.0189,0.032,0.0041,-0.0129
27.8928,0.916,-2.0304,6.6497,-0.5779,-4.9254,-3.8471,0.0,0.0,0.4433,-0.0327,0.0058,-0.0189,0.032,0.0041,-0.0129
31.8228,0.8954,-2.0333,6.5072,-0.5212,-4.9614,-3.9683,0.0,0.0,0.4433,-0.0327,0.0058,-0.0188,0.032,0.0041,-0.0129
35.8286,-3.712,-3.7664,NaN,NaN,-4.9578,-3.715,0.0,0.0,0.4433,NaN,NaN,NaN,0.032,0.0041,-0.0129
39.8494,0.9018,-2.0442,6.7403,-0.6268,-4.7776,-3.8886,0.0,0.0,0.4433,-0.0328,0.0058,-0.0189,0.0319,0.0041,-0.0128
43.8393,0.89,-2.0501,6.5103,-0.4927,-4.8765,-3.9899,0.0,0.0,0.4433,-0.0327,0.0058,-0.0189,0.0319,0.0041,-0.0128
