n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,-0.583,0.1035,4.5317,-0.2182,-5.6767,0.0285,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0207
3.7385,-0.5882,0.0975,4.5461,-0.2059,-5.7304,0.1134,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0207
7.8333,-0.5926,0.0876,4.5105,-0.2452,-5.6712,0.0309,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0207
11.7806,-0.5927,0.0822,4.5125,-0.2466,-5.6688,0.0608,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0207
15.976,-0.596,0.0657,4.4815,-0.2216,-5.6433,-0.1655,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
19.8651,-0.5942,0.0589,4.4878,-0.2016,-5.5703,-0.0413,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
23.7505,-0.594,0.0361,4.5169,-0.2334,-5.6295,-0.2396,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
27.8448,-0.5953,0.0254,4.4857,-0.2377,-5.6273,-0.1303,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
31.9554,-0.5914,0.0131,4.4876,-0.2607,-5.5611,-0.0562,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
35.8115,-0.5932,0.0064,4.4967,-0.2537,-5.6083,-0.041,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0207
39.8593,-0.584,-0.0092,4.5328,-0.2622,-5.4605,-0.2056,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
43.8395,-0.5809,-0.0174,4.486,-0.2562,-5.5657,-0.1144,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0207
48.1268,-0.5749,-0.027,4.4928,-0.246,-5.5456,-0.0828,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
51.7717,-0.5698,-0.0374,4.5075,-0.2697,-5.5551,-0.1774,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
55.833,-0.5649,-0.0516,4.4915,-0.2557,-5.5393,-0.2507,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
59.7646,-0.5552,-0.0598,4.5213,-0.2375,-5.4726,-0.3101,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
63.8449,-0.5521,-0.0725,4.4867,-0.2627,-5.5056,-0.2665,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
67.762,-0.5463,-0.0799,4.4887,-0.2679,-5.476,-0.3348,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0205
71.7278,-0.5401,-0.0891,4.4781,-0.2777,-5.4761,-0.2808,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
75.8666,-0.5347,-0.0975,4.4891,-0.2751,-5.4463,-0.2338,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0324,0.0035,-0.0205
79.7828,-0.5273,-0.1093,4.5073,-0.2656,-5.452,-0.3,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
83.8603,-0.5271,-0.1161,4.5076,-0.2757,-5.4511,-0.3275,0.0,0.0,0.4433,-0.0333,0.004,-0.0207,0.0325,0.0035,-0.0206
