n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.2676,-4.9365,2.6557,-5.2033,-2.152,-4.7969,0.0,0.0,0.4433,-0.0336,0.0048,-0.0292,0.0326,0.0027,-0.0285
4.0033,0.2769,-4.9433,2.7616,-5.2513,-2.1173,-4.7172,0.0,0.0,0.4433,-0.0336,0.0048,-0.0292,0.0326,0.0027,-0.0285
8.0711,0.2799,-4.9485,2.7761,-5.2523,-2.1212,-4.7957,0.0,0.0,0.4433,-0.0337,0.0048,-0.0292,0.0326,0.0027,-0.0285
11.9707,0.2868,-4.9566,2.7563,-5.259,-2.1192,-4.8195,0.0,0.0,0.4433,-0.0336,0.0048,-0.0292,0.0326,0.0027,-0.0285
16.0038,0.2921,-4.9655,2.7477,-5.3383,-2.0548,-4.7831,0.0,0.0,0.4433,-0.0336,0.0048,-0.0292,0.0326,0.0027,-0.0285
20.1316,0.2959,-4.9618,2.7211,-5.2806,-2.0218,-4.7454,0.0,0.0,0.4433,-0.0336,0.0048,-0.0292,0.0326,0.0027,-0.0286
24.0017,0.3095,-4.9672,2.7731,-5.2429,-1.9523,-4.8424,0.0,0.0,0.4433,-0.0337,0.0048,-0.0291,0.0326,0.0027,-0.0285
28.1589,0.3109,-4.9662,2.6777,-5.2043,-2.0704,-4.7601,0.0,0.0,0.4433,-0.0336,0.0048,-0.0291,0.0326,0.0027,-0.0285
32.0049,0.3113,-4.972,2.7871,-5.2447,-2.1919,-4.8395,0.0,0.0,0.4433,-0.0337,0.0048,-0.0292,0.0326,0.0027,-0.0285
36.0531,0.3199,-4.9833,2.7395,-5.2358,-1.9396,-4.9551,0.0,0.0,0.4433,-0.0336,0.0048,-0.0292,0.0326,0.0027,-0.0285
40.1286,0.3156,-4.9823,2.6291,-5.2322,-2.092,-4.7878,0.0,0.0,0.4433,-0.0336,0.0048,-0.0292,0.0326,0.0027,-0.0286
43.9863,0.3149,-4.9862,2.6385,-5.2184,-2.1138,-4.8702,0.0,0.0,0.4433,-0.0336,0.0048,-0.0292,0.0326,0.0027,-0.0285
48.0,0.3131,-4.9891,2.7182,-5.2407,-2.1059,-4.8059,0.0,0.0,0.4433,-0.0336,0.0048,-0.0293,0.0326,0.0027,-0.0285
51.9971,0.3142,-5.0025,2.6922,-5.4564,-2.0145,-4.8647,0.0,0.0,0.4433,-0.0336,0.0048,-0.0293,0.0326,0.0027,-0.0285
55.9983,0.316,-4.9993,2.7697,-5.2683,-2.0863,-4.7476,0.0,0.0,0.4433,-0.0337,0.0048,-0.0293,0.0326,0.0027,-0.0286
60.0202,0.3181,-4.9912,2.7622,-5.2394,-2.0336,-4.7089,0.0,0.0,0.4433,-0.0337,0.0048,-0.0292,0.0326,0.0027,-0.0286
64.0005,0.3208,-4.9925,2.8052,-5.2317,-2.0592,-4.8303,0.0,0.0,0.4433,-0.0337,0.0048,-0.0293,0.0326,0.0027,-0.0285
67.9576,0.3154,-4.993,2.7442,-5.2727,-2.067,-4.8216,0.0,0.0,0.4433,-0.0337,0.0048,-0.0293,0.0326,0.0027,-0.0286
72.0888,0.3186,-5.0037,2.7136,-5.3988,-2.0375,-4.8066,0.0,0.0,0.4433,-0.0337,0.0048,-0.0292,0.0326,0.0027,-0.0285
76.0136,0.3325,-5.0046,2.9157,-5.2694,-2.0337,-4.8376,0.0,0.0,0.4433,-0.0337,0.0048,-0.0292,0.0326,0.0027,-0.0285
