n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
3.9151,0.5552,-4.4636,2.1289,-2.6274,-0.5046,-3.7926,0.0,0.0,0.4433,-0.0317,0.0078,-0.0305,0.0323,0.0088,-0.0297
7.8985,0.2748,-4.353,1.9359,-2.5108,-1.9538,-4.5115,0.0,0.0,0.4433,-0.0317,0.0078,-0.0305,0.0324,0.0087,-0.0291
11.9164,0.5301,-5.4458,1.9445,-4.2036,-0.623,-9.9407,0.0,0.0,0.4433,-0.0317,0.0078,-0.0305,0.0323,0.0091,-0.029
15.9691,0.2363,-4.8761,2.223,-3.5486,-2.2758,-7.2551,0.0,0.0,0.4433,-0.0317,0.0078,-0.0305,0.0324,0.0089,-0.0283
19.828,0.318,-4.9737,2.6218,-5.7121,-1.9973,-6.1427,0.0,0.0,0.4433,-0.0317,0.0078,-0.0305,0.0323,0.0088,-0.029
23.8588,0.3156,-4.8822,2.5112,-4.9148,-1.9776,-5.3234,0.0,0.0,0.4433,-0.0317,0.0078,-0.0305,0.0323,0.0087,-0.0295
27.797,0.3023,-4.5025,2.9296,-4.0006,-2.47,-3.7609,0.0,0.0,0.4433,-0.0317,0.0077,-0.0305,0.0324,0.0085,-0.0295
31.876,0.24,-4.2071,2.6905,-4.0509,-2.4766,-3.1896,0.0,0.0,0.4433,-0.0317,0.0077,-0.0302,0.0324,0.0084,-0.0296
35.8186,0.2234,-3.84,2.7894,-3.4765,-2.5775,-2.724,0.0,0.0,0.4433,-0.0317,0.0076,-0.03,0.0324,0.0083,-0.0296
39.8347,0.1577,-3.5453,2.782,-3.5232,-2.7659,-2.2368,0.0,0.0,0.4433,-0.0317,0.0076,-0.0303,0.0324,0.0083,-0.0297
44.1917,0.1462,-3.4113,2.7681,-3.3925,-2.6533,-2.2618,0.0,0.0,0.4433,-0.0317,0.0076,-0.0302,0.0324,0.0082,-0.0297
47.8199,0.1139,-3.38,2.6801,-3.1755,-2.7427,-2.627,0.0,0.0,0.4433,-0.0317,0.0075,-0.0303,0.0324,0.0083,-0.0297
51.8957,0.1084,-3.2773,2.7758,-2.8409,-2.7787,-2.6804,0.0,0.0,0.4433,-0.0317,0.0075,-0.0303,0.0324,0.0083,-0.0297
56.0467,0.091,-3.2201,2.792,-2.9178,-2.9006,-3.0256,0.0,0.0,0.4433,-0.0317,0.0075,-0.0302,0.0324,0.0083,-0.0297
59.836,0.0891,-3.1058,2.9178,-2.8917,-2.9146,-2.9886,0.0,0.0,0.4433,-0.0317,0.0075,-0.0301,0.0324,0.0083,-0.0295
64.0735,0.0585,-2.9288,2.7285,-3.0461,-2.8749,-2.6814,0.0,0.0,0.4433,-0.0317,0.0075,-0.03,0.0324,0.0082,-0.0297
68.0561,0.0495,-2.7824,2.9688,-2.8768,-2.8083,-2.7593,0.0,0.0,0.4433,-0.0317,0.0074,-0.0301,0.0324,0.0082,-0.0296
71.9043,0.0489,-2.6863,3.1823,-2.7611,-2.8375,-2.6723,0.0,0.0,0.4433,-0.0317,0.0074,-0.0301,0.0324,0.0082,-0.0297
75.8224,0.0448,-2.6224,2.9836,-2.888,-2.8675,-2.6923,0.0,0.0,0.4433,-0.0317,0.0074,-0.0299,0.0324,0.0082,-0.0297
80.195,0.0504,-2.5984,3.1451,-2.8542,-2.887,-2.7516,0.0,0.0,0.4433,-0.0317,0.0074,-0.0301,0.0324,0.0082,-0.0296
83.8629,0.0589,-2.5749,3.2065,-2.6566,-3.0276,-2.6252,0.0,0.0,0.4433,-0.0317,0.0074,-0.0301,0.0325,0.0082,-0.0296
87.8285,0.0707,-2.5616,3.1861,-2.6761,-2.8591,-2.7055,0.0,0.0,0.4433,-0.0317,0.0074,-0.0301,0.0324,0.0082,-0.0296
91.8193,0.081,-2.5444,3.1111,-2.6761,-2.9211,-2.7445,0.0,0.0,0.4433,-0.0317,0.0074,-0.03,0.0325,0.0082,-0.0296
96.0021,0.0812,-2.5323,3.0547,-2.7018,-3.0266,-2.6058,0.0,0.0,0.4433,-0.0317,0.0074,-0.0299,0.0325,0.0082,-0.0296
100.1152,0.0755,-2.4872,2.8592,-2.4229,-3.0123,-2.55,0.0,0.0,0.4433,-0.0317,0.0073,-0.0297,0.0325,0.0082,-0.0296
103.7983,0.0726,-2.4541,2.9418,-2.5101,-2.9771,-2.6248,0.0,0.0,0.4433,-0.0317,0.0073,-0.0298,0.0325,0.0082,-0.0296
107.949,0.0778,-2.4257,2.9725,-2.5601,-2.9476,-2.5378,0.0,0.0,0.4433,-0.0317,0.0073,-0.0298,0.0325,0.0082,-0.0296
111.9488,0.0728,-2.4002,2.971,-2.5876,-2.9079,-2.4858,0.0,0.0,0.4433,-0.0317,0.0073,-0.0297,0.0325,0.0082,-0.0296
115.8773,0.0557,-2.38,2.9707,-2.4471,-3.0063,-2.5706,0.0,0.0,0.4433,-0.0317,0.0073,-0.0299,0.0325,0.0082,-0.0296
119.9297,0.0502,-2.3616,3.0247,-2.5759,-3.0171,-2.5748,0.0,0.0,0.4433,-0.0317,0.0073,-0.03,0.0325,0.0082,-0.0296
123.9774,0.0528,-2.3359,3.2371,-2.475,-2.9739,-2.5388,0.0,0.0,0.4433,-0.0317,0.0073,-0.03,0.0325,0.0082,-0.0296
127.8249,0.0554,-2.3208,3.1761,-2.3997,-2.9611,-2.5658,0.0,0.0,0.4433,-0.0317,0.0073,-0.0299,0.0325,0.0082,-0.0295
131.8897,0.0499,-2.301,3.144,-2.3763,-2.9834,-2.5626,0.0,0.0,0.4433,-0.0317,0.0073,-0.0299,0.0325,0.0082,-0.0296
135.9836,0.0578,-2.2766,3.1571,-2.3276,-2.8488,-2.5389,0.0,0.0,0.4433,-0.0317,0.0073,-0.0301,0.0324,0.0082,-0.0295
139.882,0.0697,-2.2549,3.1598,-2.3455,-2.8935,-2.4733,0.0,0.0,0.4433,-0.0317,0.0073,-0.0298,0.0324,0.0081,-0.0295
143.8129,0.075,-2.257,2.9871,-2.4545,-2.978,-2.5745,0.0,0.0,0.4433,-0.0317,0.0073,-0.0298,0.0325,0.0082,-0.0295
147.7917,0.089,-2.2446,3.152,-2.3329,-2.8906,-2.5348,0.0,0.0,0.4433,-0.0317,0.0073,-0.0299,0.0324,0.0082,-0.0296
151.7777,0.086,-2.2391,2.9786,-2.4019,-2.9843,-2.5665,0.0,0.0,0.4433,-0.0317,0.0073,-0.0298,0.0325,0.0082,-0.0295
155.8114,0.0815,-2.2372,2.9203,-2.4253,-2.9296,-2.591,0.0,0.0,0.4433,-0.0317,0.0073,-0.0297,0.0325,0.0082,-0.0296
159.7875,0.0945,-2.2316,3.1217,-2.3868,-2.8683,-2.5101,0.0,0.0,0.4433,-0.0317,0.0073,-0.0299,0.0325,0.0082,-0.0296
164.0372,0.0928,-2.2292,2.9678,-2.4781,-2.9473,-2.5833,0.0,0.0,0.4433,-0.0317,0.0073,-0.0298,0.0325,0.0082,-0.0296
168.0238,0.0827,-2.2306,2.956,-2.433,-2.9129,-2.5917,0.0,0.0,0.4433,-0.0317,0.0073,-0.0298,0.0324,0.0082,-0.0297
171.941,0.0823,-2.2191,3.0546,-2.0877,-2.8634,-2.6411,0.0,0.0,0.4433,-0.0317,0.0073,-0.03,0.0324,0.0082,-0.0296
175.9463,0.082,-2.2173,3.1171,-2.3436,-2.9659,-2.5515,0.0,0.0,0.4433,-0.0317,0.0073,-0.0301,0.0325,0.0082,-0.0296
179.9677,0.0679,-2.2255,2.904,-2.4215,-2.9093,-2.6232,0.0,0.0,0.4433,-0.0317,0.0073,-0.0298,0.0325,0.0082,-0.0296
