n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
4.0607,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
8.0235,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.4433,NaN,NaN,NaN,NaN,NaN,NaN
12.1853,20.9097,-22.4592,21.7917,-22.3492,NaN,NaN,0.0,0.0,0.4433,-0.0346,0.0008,-0.0265,NaN,NaN,NaN
16.1409,2.4522,-5.7966,3.3313,-4.8883,NaN,NaN,0.0,0.0,0.4433,-0.0346,0.0008,-0.0265,NaN,NaN,NaN
20.0825,0.4969,-5.9523,2.8876,-5.0058,-2.0388,-6.8403,0.0,0.0,0.4433,-0.0346,0.0008,-0.0265,0.0356,-0.0008,-0.0254
24.0465,0.3992,-6.3578,2.5905,-6.0754,-2.1222,-7.5962,0.0,0.0,0.4433,-0.0346,0.0008,-0.0265,0.0356,-0.0007,-0.0254
28.043,0.4711,-6.7516,2.9292,-5.9227,-1.7138,-8.8684,0.0,0.0,0.4433,-0.0346,0.0008,-0.0265,0.0355,-0.0006,-0.0252
32.0571,0.5612,-6.6994,2.9259,-4.0022,-1.3154,-9.1229,0.0,0.0,0.4433,-0.0346,0.0008,-0.0265,0.0355,-0.0005,-0.0251
36.0324,0.6502,-6.961,3.4955,-5.6187,-1.7988,-9.1532,0.0,0.0,0.4433,-0.0346,0.0009,-0.0266,0.0355,-0.0005,-0.025
40.0626,0.7232,-7.0974,3.6779,-5.5663,-1.8914,-9.0432,0.0,0.0,0.4433,-0.0346,0.001,-0.0265,0.0355,-0.0005,-0.0249
44.0289,0.7261,-7.0243,3.6863,-5.2192,-2.0132,-8.5392,0.0,0.0,0.4433,-0.0346,0.001,-0.0265,0.0355,-0.0006,-0.0249
48.0424,0.677,-6.9696,3.5911,-5.2044,-2.2836,-8.0484,0.0,0.0,0.4433,-0.0346,0.0009,-0.0265,0.0355,-0.0006,-0.0248
52.2361,0.6775,-6.949,3.3465,-4.7874,-2.0113,-8.4311,0.0,0.0,0.4433,-0.0346,0.0009,-0.0265,0.0355,-0.0006,-0.0248
56.0302,0.7395,-7.0065,3.5801,-5.1596,-1.7056,-9.0555,0.0,0.0,0.4433,-0.0346,0.0009,-0.0265,0.0355,-0.0006,-0.0247
60.5902,0.7563,-7.0169,3.5191,-5.2051,-1.7324,-8.6897,0.0,0.0,0.4433,-0.0346,0.0009,-0.0266,0.0355,-0.0006,-0.0246
64.1395,0.8008,-7.09,3.579,-5.1195,-1.7329,-8.8708,0.0,0.0,0.4433,-0.0346,0.0009,-0.0266,0.0355,-0.0006,-0.0246
68.1103,0.8543,-7.0572,3.7616,-4.7751,-1.8753,-8.5188,0.0,0.0,0.4433,-0.0346,0.0009,-0.0266,0.0355,-0.0006,-0.0245
72.033,0.8528,-6.8894,3.8835,-4.8593,-2.4123,-6.9347,0.0,0.0,0.4433,-0.0346,0.0009,-0.0266,0.0356,-0.0008,-0.0254
76.0323,0.8378,-6.7202,3.8351,-4.863,-2.481,-6.2165,0.0,0.0,0.4433,-0.0346,0.0009,-0.0266,0.0356,-0.0009,-0.0257
80.0256,0.803,-6.486,3.792,-4.8896,-2.6789,-5.9108,0.0,0.0,0.4433,-0.0346,0.0009,-0.0265,0.0356,-0.001,-0.0258
84.0637,0.7423,-6.2588,3.7769,-4.7165,-2.9572,-5.7222,0.0,0.0,0.4433,-0.0346,0.0009,-0.0265,0.0357,-0.001,-0.0258
88.2269,0.6889,-6.0333,3.7969,-4.655,-3.0353,-5.4212,0.0,0.0,0.4433,-0.0346,0.0008,-0.0267,0.0357,-0.0011,-0.0258
92.0563,0.6479,-5.8143,3.8921,-4.415,-3.1279,-5.1986,0.0,0.0,0.4433,-0.0346,0.0008,-0.0267,0.0357,-0.0011,-0.0257
96.1194,0.6055,-5.5922,3.7498,-4.5288,-3.144,-4.8079,0.0,0.0,0.4433,-0.0346,0.0008,-0.0266,0.0357,-0.0011,-0.0258
100.2353,0.5702,-5.4035,3.7841,-4.8696,-3.0452,-4.5193,0.0,0.0,0.4433,-0.0346,0.0008,-0.0265,0.0357,-0.0012,-0.0258
104.0211,0.5489,-5.26,4.071,-4.7627,-3.0489,-4.5339,0.0,0.0,0.4433,-0.0346,0.0008,-0.0265,0.0357,-0.0012,-0.0258
108.0855,0.5274,-5.0951,3.972,-4.7921,-2.9995,-4.119,0.0,0.0,0.4433,-0.0347,0.0008,-0.0265,0.0357,-0.0012,-0.0258
112.0908,0.4866,-5.0212,3.8049,-4.8247,-3.0922,-4.4438,0.0,0.0,0.4433,-0.0346,0.0008,-0.0264,0.0357,-0.0012,-0.0258
116.1614,0.4587,-4.9205,3.7317,-4.9059,-2.9946,-4.2354,0.0,0.0,0.4433,-0.0346,0.0008,-0.0264,0.0357,-0.0012,-0.0257
120.1894,0.4311,-4.8197,3.7666,-4.6727,-3.0975,-4.0519,0.0,0.0,0.4433,-0.0346,0.0008,-0.0264,0.0357,-0.0013,-0.0258
124.0868,0.4116,-4.7283,3.7903,-4.5252,-3.1536,-4.0579,0.0,0.0,0.4433,-0.0346,0.0008,-0.0264,0.0357,-0.0013,-0.0259
128.088,0.3961,-4.6723,3.6059,-4.8213,-3.1012,-4.1308,0.0,0.0,0.4433,-0.0346,0.0008,-0.0265,0.0357,-0.0013,-0.0259
