n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,1.1958,-4.8622,4.1296,-4.5988,-1.8317,-5.2061,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0242
3.9764,1.1986,-4.8544,4.115,-4.5531,-1.636,-5.0571,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0241
8.0084,1.193,-4.8484,4.0699,-4.5707,-1.6867,-5.0318,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0241
12.0317,1.1982,-4.8473,4.1353,-4.6154,-1.6425,-5.0962,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0242
15.9679,1.1997,-4.8482,4.124,-4.588,-1.6309,-5.1458,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0241
19.9903,1.2006,-4.8609,4.0749,-4.5599,-1.5937,-5.2896,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0241
24.0169,1.2082,-4.8603,4.1433,-4.5834,-1.6277,-5.1409,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0241
28.1141,1.2202,-4.8541,4.154,-4.635,-1.6502,-5.1131,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0241
32.0825,1.2225,-4.8578,4.098,-4.6626,-1.6276,-5.144,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0241
36.0881,1.2251,-4.844,4.1006,-4.3699,-1.5827,-5.0333,0.0,0.0,0.4433,-0.0308,0.0021,-0.0266,0.0293,0.0028,-0.0241
39.9882,1.2297,-4.8286,4.1096,-4.4228,-1.654,-5.1097,0.0,0.0,0.4433,-0.0308,0.0021,-0.0266,0.0293,0.0028,-0.0241
44.0887,1.2432,-4.821,4.2162,-4.4874,-1.6118,-5.1386,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0242
48.0474,1.2399,-4.8303,4.0861,-4.6192,-1.6727,-5.1955,0.0,0.0,0.4433,-0.0308,0.0022,-0.0267,0.0293,0.0028,-0.0242
51.9976,1.243,-4.8347,4.0903,-4.5864,-1.6209,-5.127,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0242
56.0396,1.2478,-4.8248,4.2001,-4.4173,-1.6095,-5.0964,0.0,0.0,0.4433,-0.0308,0.0021,-0.0266,0.0293,0.0028,-0.0242
59.9767,1.2494,-4.8172,4.1621,-4.3754,-1.6346,-5.1991,0.0,0.0,0.4433,-0.0308,0.0021,-0.0266,0.0293,0.0028,-0.0242
64.0302,1.2463,-4.8106,4.0856,-4.5395,-1.6626,-5.138,0.0,0.0,0.4433,-0.0308,0.0021,-0.0266,0.0293,0.0028,-0.0241
68.054,1.2471,-4.802,4.2199,-4.4534,-1.6931,-5.0836,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0241
71.9988,1.2487,-4.791,4.2221,-4.4057,-1.6864,-5.0975,0.0,0.0,0.4433,-0.0308,0.0022,-0.0267,0.0293,0.0028,-0.0241
76.0409,1.2474,-4.7819,4.1114,-4.3686,-1.6578,-5.2097,0.0,0.0,0.4433,-0.0308,0.0021,-0.0267,0.0293,0.0028,-0.0242
80.0199,1.2502,-4.7861,4.2197,-4.4278,-1.65,-5.1041,0.0,0.0,0.4433,-0.0308,0.0022,-0.0267,0.0293,0.0028,-0.0242
84.6509,1.2538,-4.767,4.1282,-4.4093,-1.5901,-4.7652,0.0,0.0,0.4433,-0.0308,0.0022,-0.0267,0.0293,0.0028,-0.0242
88.062,1.2479,-4.7619,4.0646,-4.5528,-1.5997,-4.9672,0.0,0.0,0.4433,-0.0308,0.0022,-0.0267,0.0293,0.0028,-0.0242
91.9552,1.2515,-4.7497,4.2073,-4.44,-1.7044,-5.0799,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0242
96.0553,1.2499,-4.7508,4.1505,-4.5593,-1.7008,-5.1386,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0242
100.0528,1.241,-4.7459,4.1786,-4.3948,-1.7842,-5.03,0.0,0.0,0.4433,-0.0308,0.0022,-0.0267,0.0293,0.0028,-0.0242
103.9864,1.212,-4.6972,4.2022,-4.3735,-2.221,-4.26,0.0,0.0,0.4433,-0.0308,0.0022,-0.0267,0.0293,0.0028,-0.0241
107.9843,1.1598,-4.597,4.0,-4.0198,-2.466,-3.7666,0.0,0.0,0.4433,-0.0308,0.0022,-0.0266,0.0293,0.0028,-0.0241
112.1056,1.0729,-4.4367,3.7723,-3.6334,-2.6995,-3.1597,0.0,0.0,0.4433,-0.0308,0.0022,-0.0268,0.0292,0.0028,-0.0241
115.9703,0.9407,-4.1837,3.5494,-3.0364,-3.0263,-2.5143,0.0,0.0,0.4433,-0.0308,0.0022,-0.0268,0.0292,0.0028,-0.0241
120.1354,0.774,-3.8456,3.0828,-2.397,-3.1761,-2.0265,0.0,0.0,0.4433,-0.0308,0.0022,-0.0268,0.0292,0.0027,-0.024
124.0338,0.6615,-3.4753,3.0929,-1.8517,-3.0206,-1.8003,0.0,0.0,0.4433,-0.0308,0.0021,-0.0269,0.0292,0.0027,-0.024
128.1396,0.5428,-3.1581,2.9025,-1.5163,-2.8793,-1.9285,0.0,0.0,0.4433,-0.0308,0.0021,-0.0269,0.0292,0.0027,-0.0239
132.0175,0.4335,-2.8866,2.9282,-1.4749,-2.9076,-2.0116,0.0,0.0,0.4433,-0.0308,0.0021,-0.0268,0.0292,0.0027,-0.0239
136.0573,0.3233,-2.6524,2.7643,-1.506,-2.7938,-2.0554,0.0,0.0,0.4433,-0.0307,0.0021,-0.0266,0.0292,0.0027,-0.0239
140.1051,0.2212,-2.4428,2.8302,-1.4806,-2.9735,-2.1404,0.0,0.0,0.4433,-0.0307,0.0021,-0.0267,0.0292,0.0027,-0.0239
143.9898,0.1398,-2.2531,2.8946,-1.509,-2.9705,-2.1079,0.0,0.0,0.4433,-0.0308,0.0021,-0.0268,0.0292,0.0027,-0.0239
148.22,0.0729,-2.0688,2.9043,-1.392,-2.9104,-2.0073,0.0,0.0,0.4433,-0.0308,0.0021,-0.0268,0.0292,0.0027,-0.0239
151.9913,0.0207,-1.915,2.9105,-1.3757,-2.8819,-1.9491,0.0,0.0,0.4433,-0.0308,0.0021,-0.0268,0.0293,0.0027,-0.0239
156.0882,-0.026,-1.8025,2.9512,-1.4323,-3.1121,-2.0671,0.0,0.0,0.4433,-0.0308,0.0021,-0.0268,0.0293,0.0027,-0.024
159.9905,-0.0441,-1.7257,2.9742,-1.4605,-2.9715,-2.0063,0.0,0.0,0.4433,-0.0308,0.0021,-0.027,0.0293,0.0027,-0.024
163.9832,-0.0384,-1.6842,2.926,-1.4752,-2.8878,-1.8988,0.0,0.0,0.4433,-0.0308,0.0021,-0.027,0.0293,0.0027,-0.0239
167.9734,-0.0327,-1.677,3.044,-1.4711,-2.8822,-2.0014,0.0,0.0,0.4433,-0.0308,0.0021,-0.027,0.0292,0.0027,-0.024
171.9658,-0.0251,-1.6773,3.0514,-1.4427,-2.8876,-2.0196,0.0,0.0,0.4433,-0.0308,0.0021,-0.0271,0.0293,0.0027,-0.024
176.0239,-0.0192,-1.6803,3.055,-1.4492,-2.9278,-2.0999,0.0,0.0,0.4433,-0.0308,0.0021,-0.027,0.0292,0.0027,-0.0239
180.0074,-0.0126,-1.6887,3.0383,-1.5251,-2.934,-2.1926,0.0,0.0,0.4433,-0.0308,0.0021,-0.0269,0.0293,0.0027,-0.024
183.9797,-0.0001,-1.6895,2.9593,-1.4547,-2.8238,-2.1514,0.0,0.0,0.4433,-0.0308,0.0021,-0.0268,0.0292,0.0027,-0.0239
188.1027,0.0152,-1.6917,3.0477,-1.4958,-2.7967,-2.1307,0.0,0.0,0.4433,-0.0308,0.0021,-0.0268,0.0292,0.0027,-0.024
192.0722,0.0126,-1.6996,2.9019,-1.5117,-2.9441,-2.0614,0.0,0.0,0.4433,-0.0308,0.0021,-0.0267,0.0293,0.0027,-0.024
196.1845,0.0061,-1.7008,2.771,-1.455,-2.8659,-1.9315,0.0,0.0,0.4433,-0.0308,0.0021,-0.0268,0.0292,0.0027,-0.0239
200.0012,0.0217,-1.7052,3.0315,-1.5014,-2.8353,-2.0867,0.0,0.0,0.4433,-0.0308,0.0021,-0.0268,0.0292,0.0027,-0.0239
