n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,-0.2491,-4.8859,2.2786,-4.8093,-2.772,-5.1232,0.0,0.0,0.4433,-0.0329,0.0059,-0.0256,0.033,0.0065,-0.0283
4.0165,-0.2451,-4.8823,2.3285,-5.0169,-2.792,-5.1399,0.0,0.0,0.4433,-0.0329,0.0059,-0.0255,0.033,0.0065,-0.0282
8.0159,-0.2381,-4.8914,2.4853,-4.9882,-2.8768,-5.2512,0.0,0.0,0.4433,-0.0329,0.0059,-0.0254,0.033,0.0065,-0.0281
12.0918,-0.2339,-4.8889,2.3821,-4.7734,-2.8066,-5.1956,0.0,0.0,0.4433,-0.0329,0.0059,-0.0255,0.033,0.0065,-0.0281
16.0079,-0.236,-4.8934,2.2239,-4.9667,-2.7804,-5.1442,0.0,0.0,0.4433,-0.0329,0.006,-0.0256,0.033,0.0065,-0.0282
20.0792,-0.2333,-4.8925,2.3533,-4.8953,-2.8071,-5.1561,0.0,0.0,0.4433,-0.0329,0.0059,-0.0257,0.033,0.0065,-0.0282
24.154,-0.236,-4.8964,2.2788,-4.9276,-2.8074,-5.1423,0.0,0.0,0.4433,-0.0329,0.006,-0.0257,0.033,0.0065,-0.0282
28.0414,-0.2347,-4.897,2.3441,-5.0044,-2.8068,-5.1582,0.0,0.0,0.4433,-0.0329,0.0059,-0.0255,0.033,0.0065,-0.0282
32.0359,-0.2294,-4.904,2.3377,-4.9616,-2.7324,-5.2162,0.0,0.0,0.4433,-0.0329,0.006,-0.0256,0.033,0.0065,-0.0282
35.9982,-0.226,-4.9072,2.5727,-4.9519,-2.8831,-5.1516,0.0,0.0,0.4433,-0.0329,0.0059,-0.0254,0.033,0.0065,-0.0282
40.0593,-0.2187,-4.9039,2.6241,-4.9364,-2.8862,-5.1419,0.0,0.0,0.4433,-0.0329,0.0059,-0.0253,0.033,0.0065,-0.0281
43.9958,-0.2242,-4.9031,2.3244,-4.8281,-2.8938,-5.1245,0.0,0.0,0.4433,-0.0329,0.0059,-0.0254,0.033,0.0065,-0.0282
48.0724,-0.2287,-4.8966,2.3658,-4.7547,-2.9177,-5.2613,0.0,0.0,0.4433,-0.0329,0.0059,-0.0253,0.033,0.0065,-0.0282
52.0448,-0.2358,-4.8881,2.3694,-4.9751,-2.9168,-5.0588,0.0,0.0,0.4433,-0.0329,0.0059,-0.0253,0.033,0.0064,-0.0281
56.0137,-0.2459,-4.8923,2.2853,-4.9252,-2.9143,-5.1541,0.0,0.0,0.4433,-0.0329,0.0059,-0.0254,0.033,0.0065,-0.028
60.0729,-0.2392,-4.8929,2.4164,-4.9866,-2.8237,-5.1299,0.0,0.0,0.4433,-0.0329,0.0059,-0.0253,0.033,0.0065,-0.0282
64.0587,-0.2372,-4.8926,2.4288,-4.9523,-2.841,-5.1017,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0282
68.0647,-0.2438,-4.8889,2.2774,-4.8935,-2.9099,-5.1058,0.0,0.0,0.4433,-0.0329,0.0059,-0.0254,0.033,0.0065,-0.0281
72.0771,-0.2393,-4.8863,2.4391,-4.9681,-2.8179,-5.1236,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0281
75.9917,-0.2489,-4.8856,2.2818,-4.8457,-2.8713,-5.2933,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0281
80.197,-0.2549,-4.8897,2.4331,-4.9726,-2.909,-5.1999,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0281
84.0772,-0.2593,-4.8945,2.4721,-4.9419,-2.8784,-5.2252,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0281
88.0239,-0.252,-4.9067,2.4695,-4.966,-2.8835,-5.2544,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0281
92.0139,-0.2381,-4.9152,2.52,-4.9379,-2.786,-5.2639,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.028
96.0412,-0.2282,-4.9153,2.505,-4.8499,-2.8398,-5.1997,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.028
100.0491,-0.2166,-4.9186,2.4522,-4.9408,-2.8116,-5.2087,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.028
104.062,-0.2158,-4.9161,2.5102,-4.8829,-2.915,-5.1829,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0281
107.8675,-0.2134,-4.9209,2.5199,-4.9357,-2.8936,-5.2281,0.0,0.0,0.4433,-0.0329,0.0059,-0.0253,0.033,0.0065,-0.028
112.0761,-0.1999,-4.9237,2.5269,-4.8677,-2.8436,-5.2169,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0281
116.0373,-0.1976,-4.9183,2.6156,-4.8252,-2.9585,-5.1699,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0281
120.0582,-0.1911,-4.9191,2.4724,-4.9365,-2.8855,-5.2227,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0281
124.5963,-0.1865,-4.9115,2.4918,-4.9202,-2.8536,-5.0928,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0281
128.0458,-0.1745,-4.9035,2.6888,-4.8308,-2.8454,-5.1696,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0282
131.8734,-0.1767,-4.8963,2.5443,-4.8983,-2.9829,-5.1546,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.028
136.0279,-0.179,-4.8933,2.5509,-4.8717,-2.8839,-5.2462,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0282
140.0551,-0.1801,-4.8946,2.5879,-4.9012,-2.9494,-5.1841,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0281
144.0633,-0.1808,-4.8926,2.5313,-4.8805,-2.9045,-5.2145,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0282
148.0496,-0.1801,-4.9024,2.4325,-4.9589,-2.8105,-5.3063,0.0,0.0,0.4433,-0.0329,0.0059,-0.0254,0.033,0.0065,-0.0281
152.0161,-0.1923,-4.9105,2.3165,-5.0908,-2.9217,-5.2159,0.0,0.0,0.4433,-0.0329,0.0059,-0.0253,0.033,0.0065,-0.0281
156.0236,-0.2013,-4.9124,2.4264,-5.0177,-2.9365,-5.1039,0.0,0.0,0.4433,-0.0329,0.0059,-0.0253,0.033,0.0065,-0.0281
160.0571,-0.2076,-4.9226,2.4202,-4.9992,-2.8933,-5.2197,0.0,0.0,0.4433,-0.0329,0.0059,-0.0252,0.033,0.0065,-0.0281
