n,x,y,lx,ly,rx,ry,xT,yT,zT,clx,cly,clz,crx,cry,crz
0.0,0.6513,-4.7343,3.6168,-4.9043,-2.545,-4.8002,0.0,0.0,0.4433,-0.0331,0.0057,-0.0235,0.0324,0.0046,-0.0247
4.034,0.6407,-4.7409,3.6405,-4.9036,-2.4086,-4.8236,0.0,0.0,0.4433,-0.0331,0.0057,-0.0235,0.0324,0.0046,-0.0246
7.9356,0.6275,-4.7354,3.6834,-4.7515,-2.4963,-4.8896,0.0,0.0,0.4433,-0.0331,0.0057,-0.0234,0.0324,0.0046,-0.0247
12.0196,0.6233,-4.7355,3.7198,-4.8395,-2.4463,-4.8743,0.0,0.0,0.4433,-0.0331,0.0057,-0.0234,0.0324,0.0046,-0.0246
16.0438,0.6245,-4.7318,3.5962,-4.9042,-2.3685,-4.8362,0.0,0.0,0.4433,-0.0331,0.0057,-0.0234,0.0324,0.0046,-0.0246
19.9753,0.6251,-4.7291,3.7426,-4.8344,-2.3906,-4.8448,0.0,0.0,0.4433,-0.0331,0.0057,-0.0234,0.0324,0.0046,-0.0247
24.0131,0.6115,-4.7292,3.4715,-4.7736,-2.5166,-4.8889,0.0,0.0,0.4433,-0.0331,0.0057,-0.0236,0.0324,0.0046,-0.0247
27.9499,0.5933,-4.7394,3.4969,-4.9793,-2.551,-4.9171,0.0,0.0,0.4433,-0.033,0.0057,-0.0237,0.0324,0.0046,-0.0247
32.0574,0.5765,-4.7483,3.4798,-4.9506,-2.4677,-4.9074,0.0,0.0,0.4433,-0.0331,0.0057,-0.0236,0.0324,0.0046,-0.0247
36.0219,0.5634,-4.7576,3.4226,-5.0002,-2.4144,-4.9099,0.0,0.0,0.4433,-0.033,0.0057,-0.0236,0.0324,0.0046,-0.0247
40.0163,0.5555,-4.7669,3.5659,-4.9139,-2.4884,-4.9487,0.0,0.0,0.4433,-0.0331,0.0057,-0.0236,0.0324,0.0046,-0.0247
44.1036,0.5402,-4.7712,3.2424,-4.8725,-2.4291,-4.9226,0.0,0.0,0.4433,-0.033,0.0057,-0.0237,0.0324,0.0046,-0.0246
48.0462,0.5325,-4.78,3.4646,-4.9259,-2.4285,-4.9816,0.0,0.0,0.4433,-0.033,0.0057,-0.0237,0.0324,0.0046,-0.0247
51.9884,0.5203,-4.7851,3.418,-5.0035,-2.4882,-4.7653,0.0,0.0,0.4433,-0.033,0.0057,-0.0237,0.0324,0.0046,-0.0247
55.9736,0.5027,-4.7964,3.3331,-4.9959,-2.45,-4.9595,0.0,0.0,0.4433,-0.033,0.0057,-0.0238,0.0324,0.0046,-0.0246
60.0491,0.4809,-4.8062,3.2634,-5.0447,-2.5056,-4.9059,0.0,0.0,0.4433,-0.033,0.0057,-0.0238,0.0324,0.0046,-0.0247
63.9268,0.4551,-4.8244,3.2507,-5.1251,-2.5072,-4.9509,0.0,0.0,0.4433,-0.033,0.0058,-0.0239,0.0324,0.0046,-0.0247
67.9793,0.4364,-4.8427,3.2214,-5.1508,-2.6407,-4.9223,0.0,0.0,0.4433,-0.033,0.0058,-0.024,0.0324,0.0046,-0.0247
72.1748,0.4171,-4.8502,3.1209,-5.1246,-2.556,-4.92,0.0,0.0,0.4433,-0.033,0.0058,-0.024,0.0324,0.0046,-0.0247
75.9444,0.3899,-4.8541,2.9503,-5.2029,-2.4844,-4.7394,0.0,0.0,0.4433,-0.033,0.0058,-0.024,0.0324,0.0046,-0.0247
80.0767,0.3698,-4.864,3.0891,-5.132,-2.5315,-4.9752,0.0,0.0,0.4433,-0.033,0.0058,-0.024,0.0324,0.0046,-0.0246
